film_id,title,director,year,country,genre,film_type,category,actors,alternate_titles
4ce2b6ac1de01,Helpmates,James Parrott,1931,USA,Comedy,Film,Fiction,Stan Laurel::Oliver Hardy::Blanche Payson,
4ce2b6ac21cdf,Henry V,Laurence Olivier,1944,United Kingdom,Biopic::Historical drama,Film,Fiction,Leslie Banks::Felix Aylmer::Robert Helpmann,The Chronicle History of King Henry the Fift with His Battel Fought at Agincourt in France
4ce2b6ac353a0,HERR ARNES PENGAR,,1919,Sweden,Period drama,Film,Fiction,Mary Johnson::Richard Lund::Hjalmar Selander,The THREE WHO WERE DOOMED::Il TRESORO DI ARNE::SIR ARNE'S TREASURE::SNOWS OF DESTINY
4ce2b6ac439ff,HIGANBANA,,1958,Japan,Comedy::Drama,Film,Fiction,Shin Saburi::Kinuyo Tanaka::Ineko Arima,EQUINOX FLOWER
4ce2b6ac49313,High Noon,Fred Zinnemann,1952,USA,Western,Film,Fiction,Gary Cooper::Thomas Mitchell::Lloyd Bridges,
4ce2b6ac4b0ee,High Society,Charles Walters,1956,USA,Comedy::Musical,Film,Fiction,Bing Crosby::Grace Kelly::Frank Sinatra,
4ce2b6ac59a0b,Hiroshima mon amour,Alain Resnais,1959,France::Japan,Romance::Drama,Film,Fiction,Emmanuele Riva::Eiji Okada::Stella Dassas,"Hiroshima, My Love"
4ce2b6ac5e051,His Girl Friday,Howard Hawks,1939,USA,Comedy,Film,Fiction,Cary Grant::Rosalind Russell::Ralph Bellamy,
4ce2b6ac64d86,Une HISTOIRE IMMORTELLE,,1968,France,Period drama,Television,Fiction,Orson Welles::Jeanne Moreau::Roger Coggio,The IMMORTAL STORY
4ce2b6ac66274,Allures,,1960,USA,,Film,Fiction,,
4ce2b6ac69d47,HITORI MUSUKO,Yasujiro Ozu,1936,Japan,Drama,Film,Fiction,Chôko Iida::Shinichi Himori::Masao Hayama,The ONLY SON
4ce2b6ac77cbc,Holiday,,1938,USA,Comedy,Film,Fiction,Katharine Hepburn::Cary Grant::Doris Nolan,Unconventional Linda::Free to Live
4ce2b6ac7c70f,Hollywood or Bust,Frank Tashlin,1956,USA,Comedy,Film,Fiction,Dean Martin::Jerry Lewis::Pat Crowley,
4ce2b6ac7d8e0,The Holy Mountain,,1973,USA,,Film,Fiction,Alejandro Jodorowsky::Horacio Salinas::Ramona Saunders,La Montaña Sagrada
4ce2b6ac80e4c,Home from the Hill,Vincente Minnelli,1959,USA,Drama,Film,Fiction,Robert Mitchum::Eleanor Parker::George Peppard,
4ce2b6ac8876b,Un HOMME ET UNE FEMME,Claude Lelouch,1966,France,Drama,Film,Fiction,Anouk Aimée::Jean-Louis Trintignant::Pierre Barouh,A MAN AND A WOMAN
4ce2b6ac8e00b,The Honeymoon Killers,,1969,USA,Crime,Film,Fiction,Shirley Stoler::Tony Lo Bianco::Mary Jane Higby,Dear Martha
4ce2b6ac979d2,The Hour of the Furnaces,,1968,Argentina,Documentary,Film,Non Fiction,,La hora de los hornos::L' Heure des Brasiers
4ce2b6aca0b1c,HÔTEL DU NORD,Marcel Carné,1938,France,Drama,Film,Fiction,Annabella::Arletty::Louis Jouvet,
4ce2b6acb6fe3,How Green Was My Valley,John Ford,1941,USA,Drama,Film,Fiction,Irving Pichel::Walter Pidgeon::Maureen O'Hara,
4ce2b6acbe590,Hud,Martin Ritt,1962,USA,Western,Film,Fiction,Paul Newman::Melvyn Douglas::Patricia Neal,Hud Bannon
4ce2b6accac8a,Husbands  A Comedy about Life Death and Freedom,,1970,USA,Drama,Film,Fiction,Ben Gazzara::Peter Falk::John Cassavetes,
4ce2b6accc127,The Hustler,Robert Rossen,1961,USA,Sport,Film,Fiction,Paul Newman::Piper Laurie::George C. Scott,Robert Rossen's the Hustler
4ce2b6ace592f,Ikiru,Akira Kurosawa,1952,Japan,Drama,Film,Fiction,Takashi Shimura::Nobuo Kaneko::Kyoko Seki,Doomed::Living
4ce2b6ace5f91,"""I Know Where I'm Going!""",Michael Powell::Emeric Pressburger,1945,United Kingdom,Romance::Drama,Film,Fiction,Wendy Hiller::Roger Livesey::Pamela Brown,
4ce2b6acf2bb5,I'm All Right Jack,,1959,United Kingdom,Comedy,Film,Fiction,Ian Carmichael::Terry-Thomas::Peter Sellers,
4ce2b6ad028a9,Imitation of Life,Douglas Sirk,1959,USA,Melodrama,Film,Fiction,Lana Turner::John Gavin::Sandra Dee,
4ce2b6ad02e91,IM LAUF DER ZEIT,Wim Wenders,1976,Federal Republic of Germany,Road movie,Film,Fiction,Rüdiger Vogler::Hanns Zischler::Lisa Kreuzer,KINGS OF THE ROAD::AU FIL DU TEMPS::IN THE COURSE OF TIME
4ce2b6ad05719,I'm No Angel,,1933,USA,Comedy,Film,Fiction,Mae West::Cary Grant::Gregory Ratoff,
4ce2b6ad0c120,In a Lonely Place,Nicholas Ray,1950,USA,Film noir::Crime,Film,Fiction,Humphrey Bogart::Gloria Grahame::Frank Lovejoy,Behind This Mask
4ce2b6ad10fa6,INDAGINE SU UN CITTADINO AL DI SOPRA DI OGNI SOSPETTO,,1970,Italy,Police drama::Crime::Thriller,Film,Fiction,Gian Maria Volonté::Florinda Bolkan::Gianni Santuccio,STORY OF A CITIZEN ABOVE ALL SUSPICION::INVESTIGATION OF A PRIVATE CITIZEN::INVESTIGATION OF A CITIZEN ABOVE SUSPICION
4ce2b6ad1273e,INDIA SONG,Marguerite Duras,1975,France,Drama,Film,Fiction,Delphine Seyrig::Michel Lonsdale::Mathieu Carrière,INDIAN SONG
4ce2b6ad18001,INGEBORG HOLM,Victor Sjöström,1913,Sweden,Drama,Film,Fiction,Hilda Borgström::Aron Lindgren::Eric Lindholm,MARGARET INGEBORG::GIVE US THIS DAY
4ce2b6ad18b56,"Minne, l'ingénue libertine",Jacqueline Audry,1950,France,Drama,Film,Fiction,Danièle Delorme::Frank Villard::Jean Tissier,L' Ingénue libertine
4ce2b6ad1d60d,The Innocents,Jack Clayton,1961,United Kingdom::USA,Horror,Film,Fiction,Deborah Kerr::Peter Wyngarde::Megs Jenkins,
4ce2b6ad3511b,INTIMNÍ OSVETLENÍ,,1965,Czechoslovakia,Drama,Film,Fiction,Karel Uhlík::Karel Blazek::Zdenek Bezusek,INTIMATE LIGHTING
4ce2b6ad3f0ec,Invocation of My Demon Brother,Kenneth Anger,1969,USA,Artists' Moving Image,Film,Fiction,Speed Hacker::Lenore Kandel::Bill Beutel,Zap - Invocation of My Demon Brother::Zap
4ce2b6ad4089f,IO LA CONOSCEVO BENE,,1965,France::Italy::Federal Republic of Germany,Drama,Film,Fiction,Stefania Sandrelli::Mario Adorf::Karin Dor,ICH HABE SIE GUT GEKANNT::I KNEW HER WELL
4ce2b6ad44a32,IRIS OCH LÖJTNANTSHJÄRTA,Alf Sjöberg,1946,Sweden,Drama,Film,Fiction,Mai Zetterling::Alf Kjellin,IRIS
4ce2b6ad4de53,Island of Lost Souls,Erle C. Kenton,1932,USA,Horror::Science Fiction,Film,Fiction,Charles Laughton::Bela Lugosi::Richard Arlen,
4ce2b6ad5a28a,It Happened One Night,Frank Capra,1934,USA,Comedy::Road movie,Film,Fiction,Clark Gable::Claudette Colbert::Walter Connolly,
4ce2b6ad5d8cc,It's a Gift,,1934,USA,Comedy,Film,Fiction,W.C. Fields::Baby Leroy::Kathleen Howard,Back Porch
4ce2b6ad5ff71,It's Always Fair Weather,Gene Kelly::Stanley Donen,1955,USA,Musical,Film,Fiction,Gene Kelly::Dan Dailey::Cyd Charisse,
4ce2b6ad681dd,IVAN,,1932,USSR,Drama,Film,Fiction,Piotr Masokha::Semyon Shagaida::Stepan Shkurat,
4ce2b6ad684f4,Ivan the Terrible,Sergei M. Eisenstein,1945,USSR,Biopic::Historical drama,Film,Fiction,Nikolai Cherkasov::Ludmila Tselikovskaya::Serafima Birman,Ivan Grozni::IVAN GROZNII (I)::IVAN GROZNII::IVAN GROZNYI (I)
4ce2b6ad68d94,IVANOVO DETSTVO,Andrei Tarkovsky,1962,USSR,War,Film,Fiction,Kolya Burlyaev::Irina Tarkovskaya::Valentin Zubkov,MY NAME IS IVAN::L' ENFANCE D'IVAN::The CHILDHOOD OF IVAN::IVAN'S CHILDHOOD
4ce2b6ad6965f,IVAN GROZNI II  BOYARSKI ZAGOROV,Sergei M. Eisenstein,1958,USSR,Biopic::Historical drama,Film,Fiction,Nikolai Cherkasov::Ludmila Tselikovskaya::Serafima Birman,The BOYARS' PLOT::ZAGOVOR BOJAROV::IVAN THE TERRIBLE PART II::IVAN THE TERRIBLE: THE BOYARS' PLOT::IVAN GROZNYI (II)
4ce2b6ad6b12c,I Walked with a Zombie,,1943,USA,Horror,Film,Fiction,James Ellison::Frances Dee::Tom Conway,
4ce2b6ad70744,J'ACCUSE,Abel Gance,1918,France,War,Film,Fiction,Romuald Joubé::Séverin-Mars::Marise Dauvray,
4ce2b6ad7924c,JAK BYC KOCHANA,Wojciech Jerzy Has,1962,Poland,Drama,Film,Fiction,Barbara Krafft::Zbigniew Cybulski::Artur Mlodnicki,HOW TO BE LOVED
4ce2b6ad7b33b,Jalsaghar,Satyajit Ray,1958,India,Drama,Film,Fiction,Chhabi Biswas::Padma Devi::Pinaki Sen Gupta,The Music Room
4ce2b6ad81e00,Jason and the Argonauts,Don Chaffey,1963,USA,Animation::Fantasy,Film,Fiction,Todd Armstrong::Nancy Kovack::Gary Raymond,Jason and the Golden Fleece
4ce2b6ad82ff5,Jaws,Steven Spielberg,1975,USA,Horror,Film,Fiction,Roy Scheider::Robert Shaw::Richard Dreyfuss,
4ce2b6ad87c49,JEDER FÜR SICH UND GOTT GEGEN ALLE,Werner Herzog,1974,Federal Republic of Germany,Biopic,Film,Fiction,Bruno S.::Walter Ladengast::Brigitte Mira,The ENIGMA OF KASPAR HAUSER
4ce2b6ad8cc72,"Je t’aime, je t’aime",Alain Resnais,1968,France,Science Fiction::Drama,Film,Fiction,Claude Rich::Olga Georges-Picot::Anouk Ferjac,
4ce2b6ad95dac,JINRUIGAKU NYUMON,Shohei Imamura,1966,Japan,Comedy,Film,Fiction,Shoichi Ozawa::Sumiko Sakamoto::Masaomi Kondo,JINRUI GAKU NYUMON::The PORNOGRAPHER::The PORNOGRAPHERS  INTRODUCTION TO ANTHROPOLOGY::The AMORISTS::An INTRODUCTION TO ANTHROPOLOGY
4ce2b6ada3306,Johnny Got His Gun,Dalton Trumbo,1971,USA,War::Drama,Film,Fiction,Timothy Bottoms::Jason Robards::Marsha Hunt,
4ce2b6ada35e2,Johnny Guitar,Nicholas Ray,1954,USA,Western,Film,Fiction,Joan Crawford::Sterling Hayden::Mercedes McCambridge,
4ce2b6ada8ce9,JONAS QUI AURA 25 ANS EN L'AN 2000,Alain Tanner,1976,Switzerland::France,Drama,Film,Fiction,Jean-Luc Bideau::Rufus::Miou-Miou,JONAH WHO WILL BE 25 IN THE YEAR 2000
4ce2b6adac471,JOURNAL D'UN CURÉ DE CAMPAGNE,Robert Bresson,1951,France,Drama,Film,Fiction,Claude Laydu::Léon Arvel::Antoine Balpêtré,DIARY OF A COUNTRY PRIEST
4ce2b6adaff92,Le Jour se lève,,1939,France,Drama,Film,Fiction,Jean Gabin::Jacqueline Laurent::Arletty,Daybreak
4ce2b6adb948c,Jules et Jim,François Truffaut,1962,France,Drama,Film,Fiction,Michel Subor::Jeanne Moreau::Oskar Werner,Jules and Jim
4ce2b6adbf5f5,The Virgin Spring,Ingmar Bergman,1960,Sweden,Horror::Crime,Film,Fiction,Max von Sydow::Birgitta Valberg::Gunnel Lindblom,Jungfrukällan
4ce2b6adbfe86,The Jungle Book,Wolfgang Reitherman,1967,USA,Animation,Film,Fiction,Phil Harris::Sebastian Cabot::Louis Prima,
4ce2b6adcfa6a,KAHDEKSAN SURMANLUOTIA,Mikko Niskanen,1972,Finland,,Film,Fiction,Mikko Niskanen::Tarja-Tuulikki Tarsala::Paavo Pentikäinen,EIGHT DEADLY SHOTS
4ce2b6adde47e,En KÄRLEKSHISTORIA,Roy Andersson,1970,Sweden,Drama,Film,Fiction,Rolf Sohlman::Ann-Solfie Kylin::Bertil Norström,A SWEDISH LOVE STORY
4ce2b6ade1bc8,OTOSHI ANA,Hiroshi Teshigahara,1962,Japan,Crime::Fantasy,Film,Fiction,Hisashi Igawa::Kazuo Miyahara::Kan-Ichi Omiya,"The PITFALL::CHEAP, SWEET AND A KID::OTOSHIANA::KASHI TO KODOMO"
4ce2b6ade4ea7,KATZELMACHER,,1969,Federal Republic of Germany,Drama,Film,Fiction,Hanna Schygulla::Lilith Ungerer::Rudolf Waldemar Brem,
4ce2b6ade691d,KAWAITA HANA,,1964,Japan,Drama,Film,Fiction,Ryo Ikebe::Mariko Kaga::Takashi Fujiki,PALE FLOWER::FLEUR PALE
4ce2b6adf17e2,Kes,Ken Loach,1970,United Kingdom,Drama,Film,Fiction,Dai Bradley::Freddie Fletcher::Lynne Perrie,A Kestrel for a Knave::A Pocket of Silence
4ce2b6ae0e6c7,The Killer Elite,Sam Peckinpah,1975,USA,Crime::Thriller,Film,Fiction,James Caan::Robert Duvall::Arthur Hill,
4ce2b6ae11be2,The Killing of a Chinese Bookie,John Cassavetes,1976,USA,Gangster,Film,Fiction,Ben Gazzara::Timothy Carey::Seymour Cassel,
4ce2b6ae1daad,King Kong,Merian C. Cooper::Ernest B. Schoedsack,1933,USA,Horror::Fantasy,Film,Fiction,Fay Wray::Robert Armstrong::Bruce Cabot,
4ce2b6ae29aee,Kiss Me Deadly,Robert Aldrich,1955,USA,Film noir::Crime,Film,Fiction,Joe Hernandez::Sam Balter::Ralph Meeker,
4ce2b6ae29e25,Kiss Me Kate,George Sidney,1953,USA,Musical,Film,Fiction,Kathryn Grayson::Howard Keel::Ann Miller,
4ce2b6ae3a9a9,KOHAYAGAWA-KE NO AKI,Yasujiro Ozu,1961,Japan,,Film,Fiction,Setsuko Hara::Yôko Tsukasa::Michiyo Aratama,EARLY AUTUMN::The AUTUMN OF THE KOHAYAGAWA FAMILY::The END OF SUMMER
4ce2b6ae463a0,KÖRKARLEN,Victor Sjöström,1921,Sweden,Fantasy,Film,Fiction,Victor Sjöström::Hilda Borgström::Tore Svennberg,THY SOUL SHALL BEAR WITNESS::The STROKE OF MIDNIGHT::The PHANTOM CHARIOT::The PHANTOM CARRIAGE
4ce2b6ae46987,Korol Lir,Grigori Kozintsev,1970,USSR,Drama,Film,Fiction,Yuri Järvet::Elza Radzinya::Galina Volchek,KARÒL LIER::KING LEAR
4ce2b6ae47e4e,KOSHIKEI,Nagisa Oshima,1968,Japan,Comedy,Film,Fiction,Nagisa Oshima::Yu Do-yun::Kei Sato,DEATH BY HANGING
4ce2b6ae48730,Kotch,,1971,USA,Drama,Film,Fiction,Walter Matthau::Deborah Winters::Felicia Farr,
4ce2b6ae4e8dc,KRYLYA,Larissa Shepitko,1966,USSR,War,Film,Fiction,M. Buglakovaja::Zhanna Bulatova::Panteleimon Krymov,WINGS::KRYLIA
4ce2b6ae52369,Kuhle Wampe oder Wem Gehort die Welt?,,1932,Germany,Drama,Film,Fiction,Hertha Thiele::Ernst Busch::Martha Wolter,WHITHER GERMANY?::KUHLE WAMPE (OR TO WHOM DOES THE WORLD BELONG?)::KUHLE WAMPE
4ce2b6ae52fa0,Throne of Blood,Akira Kurosawa,1957,Japan,Drama,Film,Fiction,Toshiro Mifune::Isuzu Yamada::Takashi Shimura,Kumonosu-jo
4ce2b6ae54d28,KURUTTA IPPEIJI,Teinosuke Kinugasa,1926,Japan,Artists' Moving Image,Film,Fiction,Masao Inoue::Yoshie Nakagawa::Ayako Iijima,KURUTTA ICHIPEIJI::A PAGE OF MADNESS::A CRAZY PAGE::Une PAGE FOLLE
4ce2b6ae55cd0,KVARTERET KORPEN,Bo Widerberg,1963,Sweden,Drama,Film,Fiction,Thommy Berggren::Keve Hjelm::Emy Storm,RAVEN'S END
4ce2b6ae56e7c,KAIDAN,Masaki Kobayashi,1964,Japan,Anthology::Horror,Film,Fiction,Rentarô Mikuni::Michiyo Aratama::Misako Watanabe,KUROKAMI::YUKI-ONNA::WOMAN OF THE SNOW::MIMINASHI HOICHI::KWAIDAN::CHAWAN NO NAKA
4ce2b6ae58036,KYOJIN TO GANGU,Yasuzo Masumura,1958,Japan,Drama,Film,Fiction,Hiroshi Kawaguchi::Hitomi Nozoe::Hideo Takamatsu,The BUILD-UP::GIANTS AND TOYS
4ce2b6ae5be6a,LACOMBE LUCIEN,Louis Malle,1974,France::Italy::Federal Republic of Germany,War,Film,Fiction,Pierre Blaise::Aurore Clément::Holger Löwenadler,
4ce2b6ae61fec,Bicycle Thieves,Vittorio De Sica,1948,Italy,Drama,Film,Fiction,Lamberto Maggiorani::Enzo Staiola::Lianella Carell,Ladri di biciclette::Bicycle Thief
4ce2b6ae66430,The Lady Eve,Preston Sturges,1941,USA,Comedy::Romance,Film,Fiction,Barbara Stanwyck::Henry Fonda::Charles Coburn,
4ce2b6ae68b9c,The Lady from Shanghai,Orson Welles,1947,USA,Film noir,Film,Fiction,Rita Hayworth::Orson Welles::Everett Sloane,
4ce2b6ae6de59,The Ladykillers,Alexander Mackendrick,1956,United Kingdom,Comedy::Crime,Film,Fiction,Alec Guinness::Cecil Parker::Herbert Lom,
4ce2b6ae74c0a,The Lady Vanishes,,1938,United Kingdom,Thriller,Film,Fiction,Margaret Lockwood::Michael Redgrave::Paul Lukas,Lost Lady
4ce2b6ae757a9,Lady Windermere's Fan,Ernst Lubitsch,1925,USA,Comedy,Film,Fiction,May Mcavoy::Bert Lytell::Ronald Colman,L' Éventail De Lady Windermère
4ce2b6ae7b702,LANCELOT DU LAC,,1974,France::Italy,Romance::War::Drama,Film,Fiction,Luc Simon::Laura Duke Condominas::Humbert Balsan,LANCELOT OF THE LAKE::LANCILLOTTO E GINEVRA
4ce2b6ae842a3,Lásky jedné plavovlásky,Milos Forman,1965,Czechoslovakia,Drama,Film,Fiction,Hana Brejchová::Vladimír Pucholt::Vladimír Mensík,Loves of a Blonde::A Blond's Loves::A Blonde in Love
4ce2b6ae874d8,The Last Command,Josef von Sternberg,1928,USA,Drama,Film,Fiction,Emil Jannings::Evelyn Brent::William Powell,
4ce2b6aea50ea,Lawrence of Arabia,David Lean,1962,United Kingdom,Biopic::War,Film,Fiction,Alec Guinness::Anthony Quinn::Jack Hawkins,Seven Pillars of Wisdom::Lawrence of Arabia [Director's Cut]
4ce2b6aeacfc6,LEBENSZEICHEN,,1968,Federal Republic of Germany,War,Film,Fiction,Peter Brogle::Wolfgang Reichmann::Julio Pinheiro,SIGNS OF LIFE
4ce2b6aeade85,The Left Handed Gun,Arthur Penn,1958,USA,Western,Film,Fiction,Paul Newman::Lita Milan::John Dehner,
4ce2b6aeb9202,Leo the Last,John Boorman,1970,United Kingdom::USA,Drama,Film,Fiction,Marcello Mastroianni::Billie Whitelaw::Calvin Lockhart,
4ce2b6aec1152,Let's Scare Jessica to Death,,1971,USA,Horror,Film,Fiction,Zohra Lampert::Barton Heyman::Kevin O'Connor,
4ce2b6aec1d37,Letter from an Unknown Woman,Max Ophuls,1948,USA,Melodrama::Romance,Film,Fiction,Joan Fontaine::Louis Jourdan::Mady Christians,
4ce2b6aec3d69,LETYAT ZHURAVLI,Mikhail Kalatozov,1957,USSR,War,Film,Fiction,Tatiana Samoilova::Alexei Batalov::Vasili Merkuryev,LETIAT JOURAVLY::QUAND PASSENT LES CIGOGNES::The CRANES ARE FLYING
4ce2b6aeccb86,Liebelei,Max Ophuls,1933,Germany,Romance,Film,Fiction,Wolfgang Liebeneiner::Carl Esmond::Magda Schneider,
4ce2b6aed3c9c,The Life and Times of Judge Roy Bean,John Huston,1972,USA,Western,Film,Fiction,Paul Newman::Jacqueline Bisset::Tab Hunter,
4ce2b6aeda0b8,L' AVEUGLE DE JERUSALEM,Louis Feuillade,1908,France,Drama,Film,Fiction,Renée Carl,The BLIND MAN OF JERUSALEM
4ce2b6aee3445,Lilith,Robert Rossen,1964,USA,Medical drama,Film,Fiction,Warren Beatty::Jean Seberg::Peter Fonda,
4ce2b6af10030,Le Locataire,Roman Polanski,1976,France,Drama,Film,Fiction,Roman Polanski::Isabelle Adjani::Shelley Winters,The Tenant
4ce2b6af1442c,LOLA,Jacques Demy,1961,France::Italy,Drama,Film,Fiction,Anouk Aimée::Marc Michel::Jacques Harden,
4ce2b6af14a0d,Lola Montès,Max Ophuls,1955,France::Federal Republic of Germany,Biopic::Historical drama,Film,Fiction,Martine Carol::Peter Ustinov::Anton Walbrook,The Sins of Lola Montes::Lola Montez::The Fall of Lola Montes
4ce2b6af14cce,Lolita,Stanley Kubrick,1962,United Kingdom::USA,Comedy::Drama,Film,Fiction,James Mason::Shelley Winters::Sue Lyon,
4ce2b6af21b73,The Long Goodbye,Robert Altman,1973,USA,Detective drama::Crime,Film,Fiction,Elliott Gould::Nina Van Pallandt::Sterling Hayden,
4ce2b6af21e8b,The Long Gray Line,,1954,USA,,Film,Fiction,Tyrone Power::Maureen O'Hara::Robert Francis,The Long Grey Line
4ce2b6af3544c,Louisiana Story,Robert Flaherty,1948,USA,Drama,Film,Fiction,Joseph Boudreaux::Lionel Le Blanc::Frank Hardy,The Christmas Tree
4ce2b6af40043,Love in the Afternoon,Billy Wilder,1957,USA,Comedy::Romance::Drama,Film,Fiction,Gary Cooper::Audrey Hepburn::Maurice Chevalier,Ariane
4ce2b6af4711f,Love Me Tonight,,1932,USA,Comedy::Musical,Film,Fiction,Maurice Chevalier::Jeanette Macdonald::Charles Ruggles,
4ce2b6af56337,LUCIA,Humberto Solás,1969,Cuba,Drama,Film,Fiction,Raquel Revuelta::Eduardo Moure::Eslinda Núñez,
4ce2b6af628f9,LUMIERE D'ETE,Jean Grémillon,1942,France,Drama,Film,Fiction,Madeleine Renaud::Pierre Brasseur::Madeleine Robinson,WETTERLEUCHTEN
4ce2b6af676ee,The Lusty Men,Nicholas Ray,1952,USA,Western,Film,Fiction,Susan Hayward::Robert Mitchum::Arthur Kennedy,Cowpoke::This Man Is Mine::The Losers
4ce2b6af6aedd,M,Fritz Lang,1931,Germany,Crime::Thriller,Film,Fiction,Peter Lorre::Ellen Widmann::Inge Landgut,MURDERERS AMONG US::M - EINE STADT SUCHT EINEN MÖRDER::Le MAUDIT
4ce2b6af6e08b,McCabe & Mrs. Miller,Robert Altman,1971,USA,Western,Film,Fiction,Warren Beatty::Julie Christie::René Auberjonois,The Presbyterian Church Wager::McCabe::McCabe and Mistress Miller
4ce2b6af75692,MACUNAÍMA,,1969,Brazil,Comedy::Fantasy,Film,Fiction,Grande Otélo::Paulo José::Dina Sfat,MACUNAÍMA: THE CHARACTERLESS HERO
4ce2b6af779a6,Madame de...,Max Ophuls,1953,France::Italy,Drama,Film,Fiction,Charles Boyer::Danielle Darrieux::Vittorio De Sica,I gioielli di madame::The Earrings of Madame de...
4ce2b6af7d212,MÄDCHEN IN UNIFORM,Leontine Sagan,1931,Germany,Drama,Film,Fiction,Dorothea Wieck::Hertha Thiele::Ellen Schwanneke,JEUNES FILLES EN UNIFORME::GIRLS IN UNIFORM::MADCHEN IN UNIFORM::MAIDENS IN UNIFORM::MAEDCHEN IN UNIFORM
4ce2b6af807fb,MADE IN GERMANY AND USA,Rudolf Thome,1974,Federal Republic of Germany,Drama,Film,Fiction,Karin Thome::Eberhard Klasse,
4ce2b6af82b73,Mademoiselle,Tony Richardson,1966,France::United Kingdom,Drama,Film,Fiction,Jeanne Moreau::Ettore Manni::Umberto Orsini,"Un, Deux, Trois, Quatre!"
4ce2b6af8f820,The Magnificent Ambersons,Orson Welles,1942,USA,Drama::Period drama,Film,Fiction,Orson Welles::Joseph Cotten::Dolores Costello,
4ce2b6af91638,Magnificent Obsession,,1954,USA,Melodrama,Film,Fiction,Jane Wyman::Rock Hudson::Agnes Moorehead,
4ce2b6af99c3a,Les MAÎTRES FOUS,Jean Rouch,1955,France,,Film,Fiction,Jean Rouch,The MAD MASTERS
4ce2b6af9d98d,Make Way for Tomorrow,,1937,USA,Drama,Film,Fiction,Victor Moore::Beulah Bondi::Fay Bainter,The Years Are So Long
4ce2b6afa3da1,The Maltese Falcon,,1941,USA,Film noir,Film,Fiction,Humphrey Bogart::Mary Astor::Gladys George,
4ce2b6afa5e08,MODERATO CANTABILE,Peter Brook,1960,France,Drama,Film,Fiction,Jeanne Moreau::Jean-Paul Belmondo::Pascale de Boysson,SEVEN DAYS... SEVEN NIGHTS
4ce2b6afab3db,Mamma Roma,Pier Paolo Pasolini,1962,Italy,Drama,Film,Fiction,Anna Magnani::Franco Citti::Ettore Garofalo,
4ce2b6afb1de6,The Manchurian Candidate,John Frankenheimer,1962,USA,,Film,Fiction,Frank Sinatra::Laurence Harvey::Janet Leigh,
4ce2b6afb4d31,A Man for All Seasons,,1966,United Kingdom::USA,Drama,Film,Fiction,Paul Scofield::Leo McKern::Robert Shaw,
4ce2b6afc62fe,The Man in the White Suit,Alexander Mackendrick,1951,United Kingdom,Comedy::Science Fiction,Film,Fiction,Alec Guinness::Joan Greenwood::Cecil Parker,
4ce2b6afc9030,MANNEN PÅ TAKET,Bo Widerberg,1976,Sweden,Crime::Thriller,Film,Fiction,Carl-Gustaf Lindstedt::Gunnel Wadner::Håkan Serner,The MAN ON THE ROOF
4ce2b6afd6db6,Man's Castle,Frank Borzage,1933,USA,Drama,Film,Fiction,Spencer Tracy::Loretta Young::Marjorie Rambeau,
4ce2b6afd70eb,Man's Favorite Sport?,Howard Hawks,1963,USA,Comedy::Romance,Film,Fiction,Rock Hudson::Paula Prentiss::Maria Perschy,Man's Favourite Sport?
4ce2b6afdc8ac,Ma nuit chez Maud,Eric Rohmer,1969,France,Drama,Film,Fiction,Jean-Louis Trintignant::Françoise Fabian::Marie-Christine Barrault,My Night with Maud
4ce2b6afe1f56,The Man Who Laughs,,1928,USA,Period drama,Film,Fiction,Mary Philbin::Conrad Veidt::Olga Baclanova,
4ce2b6afe44fd,The Man Who Shot Liberty Valance,John Ford,1962,USA,Western,Film,Fiction,John Wayne::James Stewart::Vera Miles,
4ce2b6afed5a4,MARCELINO PAN Y VINO,Ladislao Vajda,1955,Spain,Drama,Film,Fiction,Pablito Calvo::Rafael Rivelles::Antonio Vico,MARCELINO
4ce2b6b000977,La MARIÉE ÉTAIT EN NOIR,,1967,France::Italy,Drama,Film,Fiction,Jeanne Moreau::Jean-Claude Brialy::Michel Bouquet,The BRIDE WORE BLACK
4ce2b6b008211,Marnie,Alfred Hitchcock,1964,USA,Crime,Film,Fiction,Tippi Hedren::Sean Connery::Diane Baker,
4ce2b6b00a236,The Marriage Circle,Ernst Lubitsch,1923,USA,Comedy,Film,Fiction,Monte Blue::Florence Vidor::Creighton Hale,
4ce2b6b00cee6,A Married Couple,Allan King,1969,Canada,Documentary,Film,Non Fiction,Billy Edwards::Antoinette Edwards::Bogart Edwards,
4ce2b6b00fb6f,La MARSEILLAISE  CHRONIQUE DE QUELQUES FAITS AYANT CONTRIBUÉ À LA CHUTE DE LA MONARCHIE,Jean Renoir,1937,France,Historical drama,Film,Fiction,Pierre Renoir::Lise Delamare::Léon Larive,La MARSEILLAISE::La MARSEILLAISE  A CHRONICLE OF CERTAIN EVENTS RELATIVE TO THE FALL OF THE MONARCHY
4ce2b6b013c42,Mary Poppins,Robert Stevenson,1964,USA,Musical::Fantasy,Film,Fiction,Julie Andrews::Dick Van Dyke::David Tomlinson,
4ce2b6b0155c4,MASCULIN FÉMININ  15 FAITS PRÉCIS,Jean-Luc Godard,1966,France::Sweden,Drama,Film,Fiction,Chantal Goya::Marlène Jobert::Catherine-Isabelle Duport,MASCULINE FEMININE::MASKULINUM - FEMININUM
