film_id,title_raw,title_searchable,director_raw,director_searchable,year,country,genre,film_type,category,actors_raw,actors_searchable,alternate_titles_raw,alternate_titles_searchable
4ce2b7ccbe34e,Thirty Two Short Films about Glenn Gould,thirty two short films about glenn gould,François Girard,francois girard,1993,Canada,Biopic,Film,Fiction,Colm Feore | Derek Keurvorst | Katya Ladan,colm feore | derek keurvorst | katya ladan,,
4ce2b7cd64dac,D'EST,d'est,Chantal Akerman,chantal akerman,1993,Belgium | France | Portugal,Documentary,Film,Non Fiction,,,FROM THE EAST,from the east
4ce2b7cd86184,Before the Rain,before the rain,Milcho Manchevski,milcho manchevski,1995,France | United Kingdom | North Macedonia,Drama,Film,Fiction,Katrin Cartlidge | Rade Serbedzija | Grégoire Colin,katrin cartlidge | rade serbedzija | gregoire colin,Pred Dozhdot | Before the Rain  (A Tale in Three Part) | Pred Dozdot | Pred Dezjem | Prije Kise | Po Dezju,pred dozhdot | before the rain  (a tale in three part) | pred dozdot | pred dezjem | prije kise | po dezju
4ce2b7cd99698,Ladybird Ladybird,ladybird ladybird,Ken Loach,ken loach,1994,United Kingdom,Drama,Film,Fiction,Chrissy Rock | Vladimir Vega | Ray Winstone,chrissy rock | vladimir vega | ray winstone,,
4ce2b7cdde4e6,All My Life,all my life,Bruce Baillie,bruce baillie,1966,USA,Documentary,Film,Non Fiction,,,,
4ce2b7ceb80c3,London,london,Patrick Keiller,patrick keiller,1994,United Kingdom,Artists' Moving Image,Film,Non Fiction,Paul Scofield,paul scofield,,
4ce2b7cf4a8c2,SEO PYUN-JAE,seo pyun-jae,Im Kwon-taek,im kwon-taek,1993,"Korea, Republic of",Drama,Film,Fiction,Kim Myeong-kon | Oh Jung-hae | Kim Kyu-chul,kim myeong-kon | oh jung-hae | kim kyu-chul,SPJ | SOPYONJE | Seopyeonje,spj | sopyonje | seopyeonje
4ce2b7d06e733,The Wrong Trousers,the wrong trousers,Nick Park,nick park,1993,United Kingdom,Animation | Fantasy,Film,Fiction,Peter Sallis,peter sallis,,
4ce2b7d12039f,PRINCIPIO Y FIN,principio y fin,,,1993,Mexico,Drama,Film,Fiction,Ernesto Laguardia | Julieta Egurrola | Lucia Muñoz,ernesto laguardia | julieta egurrola | lucia munoz,The BEGINNING AND THE END,the beginning and the end
4ce2b7d231dab,Hoop Dreams,hoop dreams,Steve James,steve james,1994,USA,Documentary,Film,Non Fiction,Steve James | William Gates | Arthur Agee,steve james | william gates | arthur agee,,
4ce2b7d2478c1,Casino,casino,Martin Scorsese,martin scorsese,1995,France | USA,Gangster | Drama,Film,Fiction,Robert De Niro | Sharon Stone | Joe Pesci,robert de niro | sharon stone | joe pesci,,
4ce2b7d2993a2,Sátántangó,satantango,Béla Tarr,bela tarr,1994,Switzerland | Germany | Hungary,Drama,Film,Fiction,Mihály Ráday | Mihály Víg | Putyi Horváth,mihaly raday | mihaly vig | putyi horvath,Satan's Tango,satan's tango
4ce2b7d2abfbc,Les SILENCES DU PALAIS,les silences du palais,Moufida Tlatli,moufida tlatli,1994,France | Tunisia,Drama,Film,Fiction,Amel Hedhili | Hend Sabri | Najia Ouerghi,amel hedhili | hend sabri | najia ouerghi,SAIMT EL QUSUR | The SILENCES OF THE PALACE,saimt el qusur | the silences of the palace
4ce2b7d2e38ee,Land and Freedom,land and freedom,Ken Loach,ken loach,1995,Spain | France | United Kingdom | Germany | Italy,War,Film,Fiction,Ian Hart | Rosana Pastor | Icíar Bollaín,ian hart | rosana pastor | iciar bollain,The Earth Is Red | Tierra y libertad | Land and Freedom  A Story from the Spanish Revolution | Terra e libertà | Terre et liberté,the earth is red | tierra y libertad | land and freedom  a story from the spanish revolution | terra e liberta | terre et liberte
4ce2b7d2e3bc3,Little Odessa,little odessa,James Gray,james gray,1994,USA,Crime,Film,Fiction,Tim Roth | Edward Furlong | Moira Kelly,tim roth | edward furlong | moira kelly,,
4ce2b7d306a3c,La CITÉ DES ENFANTS PERDUS,la cité des enfants perdus,Jean-Pierre Jeunet | Marc Caro,jean-pierre jeunet | marc caro,1995,Spain | France | Germany,Fantasy | Action and Adventure,Film,Fiction,Ron Perlman | Daniel Emilfork | Judith Vittet,ron perlman | daniel emilfork | judith vittet,The CITY OF LOST CHILDREN | La CIUDAD DE LOS NIÑOS PERDIDOS | Die STADT DER VERLORENEN KINDER,the city of lost children | la ciudad de los niños perdidos | die stadt der verlorenen kinder
4ce2b7d4298bc,Institute Benjamenta or This Dream People Call Human Life,institute benjamenta or this dream people call human life,Brothers Quay,brothers quay,1995,United Kingdom | Germany | Japan,Drama,Film,Fiction,Andrzej Brych | Henryk Rzeznik | Pavel Czekala,andrzej brych | henryk rzeznik | pavel czekala,Institute Benjamenta | This Dream Which People Call Human Life | This Dream People Call Human Life,institute benjamenta | this dream which people call human life | this dream people call human life
4ce2b7d473178,To VLEMMA TOU ODYSSEA,to vlemma tou odyssea,Theo Angelopoulos,theo angelopoulos,1995,France | United Kingdom | Germany | Greece | Italy,Drama,Film,Fiction,Kim Kashkashian | Sarajevo Orchestra | Lefteris Halkiadakis,kim kashkashian | sarajevo orchestra | lefteris halkiadakis,Lo SGUARDO DI ULISSE | The ULYSSES LOOK | ULYSSES' GAZE | ODISEJEV POGLED | REGARD D'ULYSSE,lo sguardo di ulisse | the ulysses look | ulysses' gaze | odisejev pogled | regard d'ulysse
4ce2b7d5505b9,"PIDÄ HUIVISTA KIINNI, TATJANA","pidä huivista kiinni, tatjana",Aki Kaurismäki,aki kaurismaki,1993,Finland | Germany,Drama,Film,Fiction,Kati Outinen | Matti Pellonpää | Kirsi Tykkyläinen,kati outinen | matti pellonpaa | kirsi tykkylainen,"TAKE CARE OF YOUR SCARF, TATIANA","take care of your scarf, tatiana"
4ce2b7d555170,UTOMLENNYE SOLNTSEM,utomlennye solntsem,Nikita Mikhalkov,nikita mikhalkov,1994,France | Russian Federation,Drama,Film,Fiction,Oleg Men'shikov | Nikita Mikhalkov | Ingeborga Dapkunaite,oleg men'shikov | nikita mikhalkov | ingeborga dapkunaite,L' INDISCUTABLE EFFET D'UNE BOULE DE FEU | SOLEIL TROMPEUR | OUTOMLIONNYE SOLNTSEM | UTOMLYONNYE SOLNTSEM | BURNT BY THE SUN | OUTOMLENNYE SOLNTSEM,l' indiscutable effet d'une boule de feu | soleil trompeur | outomlionnye solntsem | utomlyonnye solntsem | burnt by the sun | outomlennye solntsem
4ce2b7d66396f,Nelly & Monsieur Arnaud,nelly & monsieur arnaud,Claude Sautet,claude sautet,1995,France | Germany | Italy,Drama,Film,Fiction,Emmanuelle Béart | Michel Serrault | Jean-Hugues Anglade,emmanuelle beart | michel serrault | jean-hugues anglade,HAUTE EPOQUE | NELLY & MR ARNAUD | NELLY E MR ARNAUD | NELLY ET M. ARNAUD | NELLY ET MONSIEUR ARNAUD | NELLY AND MONSIEUR ARNAUD | NELLY ET MR ARNAUD | NELLIE AND MONSIEUR ARNAUD | NELLY AND MR. ARNAUD,haute epoque | nelly & mr arnaud | nelly e mr arnaud | nelly et m. arnaud | nelly et monsieur arnaud | nelly and monsieur arnaud | nelly et mr arnaud | nellie and monsieur arnaud | nelly and mr. arnaud
4ce2b7d6e92b3,ZUI QUAN II,zui quan ii,Liu Chia-liang,liu chia-liang,1994,Hong Kong,Comedy | Crime,Film,Fiction,Jackie Chan | Anita Mui Yim-fong | Ti Lung,jackie chan | anita mui yim-fong | ti lung,TSUI KUN II | TSUI KUN TWO | Drunken Master II | Drunken Master Two | The Legend of the Drunken Master | Drunken Master 2,tsui kun ii | tsui kun two | drunken master ii | drunken master two | the legend of the drunken master | drunken master 2
4ce2b7d7a093e,Exotica,exotica,Atom Egoyan,atom egoyan,1994,Canada,Drama,Film,Fiction,Bruce Greenwood | Mia Kirshner | Don McKellar,bruce greenwood | mia kirshner | don mckellar,,
4ce2b7d7d1d92,Suture,suture,Scott Mcgehee | David Siegel,scott mcgehee | david siegel,1994,USA,Thriller,Film,Fiction,Dennis Haysbert | Mel Harris | Sab Shimono,dennis haysbert | mel harris | sab shimono,,
4ce2b7d7ed978,71 FRAGMENTE EINER CHRONOLOGIE DES ZUFALLS,71 fragmente einer chronologie des zufalls,,,1994,Austria | Germany,Drama,Film,Fiction,Gabriel Cosmin Urdes | Lukas Miko | Otto Grünmandl,gabriel cosmin urdes | lukas miko | otto grunmandl,71 FRAGMENTS OF A CHRONOLOGY OF CHANCE,71 fragments of a chronology of chance
4ce2b7d9d6408,TIKHIE STRANITSY,tikhie stranitsy,Aleksandr Sokurov,aleksandr sokurov,1993,Germany | Russian Federation,Drama,Film,Fiction,Aleksandr Cherednik | Elizaveta Korolyova | Sergei Barkovsky,aleksandr cherednik | elizaveta korolyova | sergei barkovsky,VERBORGENE SEITEN | TICHIE STRANICY | PAGES CACHÉES | WHISPERING PAGES | TIKHIYE STRANITSY,verborgene seiten | tichie stranicy | pages cachées | whispering pages | tikhiye stranitsy
4ce2b7db425b7,Vanya on 42nd Street,vanya on 42nd street,Louis Malle,louis malle,1994,United Kingdom | USA,Drama,Film,Fiction,Phoebe Brand | Lynn Cohen | George Gaynes,phoebe brand | lynn cohen | george gaynes,,
4ce2b7db80dc2,Crumb,crumb,Terry Zwigoff,terry zwigoff,1994,USA,Documentary,Film,Non Fiction,Robert Crumb | Aline Kominsky-Crumb | Charles Crumb,robert crumb | aline kominsky-crumb | charles crumb,,
4ce2b7db816ac,AIQING WANSUI,aiqing wansui,,,1994,Taiwan,Drama,Film,Fiction,Yang Kuei-mei | Chen Chao-jung | Lee Kang-sheng,yang kuei-mei | chen chao-jung | lee kang-sheng,VIVE L'AMOUR | I CHIN WON SUEY,vive l'amour | i chin won suey
4ce2b7db82234,DONGXIE XIDU,dongxie xidu,Wong Kar Wai,wong kar wai,1994,People's Republic of China | Hong Kong | Japan,Drama,Film,Fiction,Leslie Cheung Kwok-wing | Brigitte Lin Ching-hsia | Tony Leung Chiu-wai,leslie cheung kwok-wing | brigitte lin ching-hsia | tony leung chiu-wai,Les CENDRES DU TEMPS | DUNG CHE SAI DUK | ASHES OF TIME,les cendres du temps | dung che sai duk | ashes of time
4ce2b7dba0dfe,The Addiction,the addiction,Abel Ferrara,abel ferrara,1994,USA,Horror,Film,Fiction,Lili Taylor | Christopher Walken | Annabella Sciorra,lili taylor | christopher walken | annabella sciorra,,
4ce2b7dbc88c3,RIGET,riget,,,1997,Denmark | Germany | Norway | Sweden,Comedy,Television,Fiction,Danish Radio Concert Orchestra | Frans Rasmussen | Ernst-Hugo JäregÅrd,danish radio concert orchestra | frans rasmussen | ernst-hugo jaregård,The KINGDOM | RIKET,the kingdom | riket
4ce2b7dc0c7cb,The Bridges of Madison County,the bridges of madison county,Clint Eastwood,clint eastwood,1995,USA,Romance,Film,Fiction,Clint Eastwood | Meryl Streep | Annie Corley,clint eastwood | meryl streep | annie corley,,
4ce2b7dc40838,Mission Impossible,mission impossible,Brian De Palma,brian de palma,1996,USA,Crime,Film,Fiction,Tom Cruise | Jon Voight | Emmanuelle Béart,tom cruise | jon voight | emmanuelle beart,Mission: Impossible,mission: impossible
4ce2b7dc43d56,SHOWGIRLS,showgirls,Paul Verhoeven,paul verhoeven,1995,France | USA,Melodrama,Film,Fiction,Elizabeth Berkley | Kyle MacLachlan | Gina Gershon,elizabeth berkley | kyle maclachlan | gina gershon,SHOW GIRLS,show girls
4ce2b7dc58beb,Babe,babe,Chris Noonan,chris noonan,1995,Australia | USA,Children's | Animation,Film,Fiction,Roscoe Lee Browne | James Cromwell | Magda Szubanski,roscoe lee browne | james cromwell | magda szubanski,"The Sheep-pig | Babe  The Gallant Pig | Babe, The Gallant Pig","the sheep-pig | babe  the gallant pig | babe, the gallant pig"
4ce2b7dc5eb86,CYCLO,cyclo,Trân Anh Hûng,tran anh hûng,1995,France | S,Crime,Film,Fiction,Tony Leung Chiu-wai | Trân Nû Yên Khê | Le Van Loc,tony leung chiu-wai | tran nû yen khe | le van loc,XICHLO | XICH LO,xichlo | xich lo
4ce2b7dc5ee6f,La Haine,la haine,Mathieu Kassovitz,mathieu kassovitz,1995,France,Drama,Film,Fiction,Vincent Cassel | Hubert Koundé | Saïd Taghmaoui,vincent cassel | hubert kounde | said taghmaoui,Droits du Cité | Hate,droits du cite | hate
4ce2b7dc96165,VERHÄNGNIS,verhängnis,Fred Kelemen,fred kelemen,1994,Germany,Drama,Film,Fiction,Sanja Spengler | Valerij Fedorenko,sanja spengler | valerij fedorenko,FATE,fate
4ce2b7dce0860,Dead Man,dead man,Jim Jarmusch,jim jarmusch,1995,Germany | Japan | USA,Western,Film,Fiction,Johnny Depp | Gary Farmer | Lance Henriksen,johnny depp | gary farmer | lance henriksen,Jim Jarmusch's Dead Man,jim jarmusch's dead man
4ce2b7dd57dd9,AGUAESPEJO GRANADINO,aguaespejo granadino,José Val Del Omar,jose val del omar,1955,Spain,Documentary,Film,Non Fiction,Teofilo Martinez | Pepe Albaicin | Juan Gomez Leal,teofilo martinez | pepe albaicin | juan gomez leal,La GRAN SIGUIRIYA,la gran siguiriya
4ce2b7dda5e6d,ZIR-E DARAKHTAN-E ZEYTON,zir-e darakhtan-e zeyton,Abbas Kiarostami,abbas kiarostami,1994,Iran,Drama,Film,Fiction,Mohammad-Ali Keshavarz | Farhad Kheradmand | Zarifeh Shiva,mohammad-ali keshavarz | farhad kheradmand | zarifeh shiva,ZIRE DARAKHTON ZEYTON | UNDER THE OLIVE TREES | AU TRAVERS DES OLIVIERS | ZIR E DARKHTAN E ZEYTOUN | ZIR-E DERAKHTAN ZEYTON | THROUGH THE OLIVE TREES,zire darakhton zeyton | under the olive trees | au travers des oliviers | zir e darkhtan e zeytoun | zir-e derakhtan zeyton | through the olive trees
4ce2b7dda7007,CHONGQING SENLIN,chongqing senlin,Wong Kar Wai,wong kar wai,1994,Hong Kong,Drama,Film,Fiction,Brigitte Lin Ching-hsia | Takeshi Kaneshiro | Tony Leung Chiu-wai,brigitte lin ching-hsia | takeshi kaneshiro | tony leung chiu-wai,CHUNG KING EXPRESS | CHUNGKING EXPRESS | CHONG QING SEN LIN,chung king express | chungking express | chong qing sen lin
4ce2b7de57a09,HÄR ÄR KARUSELLEN,här är karusellen,Stig Bergqvist | Jonas Odell | Martti Ekstrand,stig bergqvist | jonas odell | martti ekstrand,1994,Sweden,Animation,Film,Non Fiction,,,REVOLVER,revolver
4ce2b7deca58c,Fargo,fargo,Joel Coen,joel coen,1996,United Kingdom | USA,Police drama,Film,Fiction,Frances McDormand | William H. Macy | Steve Buscemi,frances mcdormand | william h. macy | steve buscemi,,
4ce2b7e102253,The Usual Suspects,the usual suspects,Bryan Singer,bryan singer,1995,Germany | USA,Gangster | Crime,Film,Fiction,Stephen Baldwin | Gabriel Byrne | Chazz Palminteri,stephen baldwin | gabriel byrne | chazz palminteri,,
4ce2b7e105337,Wife,wife,Tom Noonan,tom noonan,1995,USA,Comedy | Drama,Film,Fiction,Julie Hagerty | Tom Noonan | Wallace Shawn,julie hagerty | tom noonan | wallace shawn,,
4ce2b7e18c951,LADONI,ladoni,Artur Aristakisian,artur aristakisian,1994,Russian Federation,Documentary,Film,Non Fiction,Artur Aristakisian,artur aristakisian,HANDS | PALMS | DLANE,hands | palms | dlane
4ce2b7e195703,Heat,heat,Michael Mann,michael mann,1995,USA,Police drama | Crime,Film,Fiction,Al Pacino | Robert De Niro | Val Kilmer,al pacino | robert de niro | val kilmer,The Other Side,the other side
4ce2b7e1bf58d,La flor de mi secreto,la flor de mi secreto,Pedro Almodóvar,pedro almodovar,1995,Spain | France,Melodrama,Film,Fiction,Marisa Paredes | Juan Echanove | Carmen Elías,marisa paredes | juan echanove | carmen elias,The Flower of My Secret | La Fleur de mon secret,the flower of my secret | la fleur de mon secret
4ce2b7e1e2c7f,A COMEDIA DE DEUS,a comedia de deus,,,1995,Denmark | France | Italy | Portugal,Drama,Film,Fiction,João César Monteiro | Claudia Teixeira | Raquel Ascensao,joao cesar monteiro | claudia teixeira | raquel ascensao,La COMÉDIE DE DIEU | GOD'S COMEDY | La COMMEDIA DI DIO,la comédie de dieu | god's comedy | la commedia di dio
4ce2b7e221593,Toy Story,toy story,John Lasseter,john lasseter,1995,USA,Animation,Film,Fiction,Tom Hanks | Tim Allen | Don Rickles,tom hanks | tim allen | don rickles,,
4ce2b7e259489,Lone Star,lone star,John Sayles,john sayles,1995,USA,Western,Film,Fiction,Chris Cooper | Elizabeth Peña | Joe Morton,chris cooper | elizabeth pena | joe morton,,
4ce2b7e2b963d,Breaking the Waves,breaking the waves,Lars von Trier,lars von trier,1996,Denmark | Finland | France | Germany | Iceland | Italy | Netherlands | Norway | Sweden | USA,Drama,Film,Fiction,Emily Watson | Stellan Skarsgård | Katrin Cartlidge,emily watson | stellan skarsgard | katrin cartlidge,,
4ce2b7e2d4f05,AMSTERDAM GLOBAL VILLAGE,amsterdam global village,Johan van der Keuken,johan van der keuken,1996,Netherlands,Documentary,Film,Non Fiction,,,AMSTERDAM/CINEMA DIRECT | AMSTERDAM AND THE REST OF THE WORLD,amsterdam/cinema direct | amsterdam and the rest of the world
4ce2b7e3d75cf,SHIANG JIAU TIAN TARNG,shiang jiau tian tarng,Wang Tung,wang tung,1989,Taiwan,Drama,Film,Fiction,,,BANANA PARADISE,banana paradise
4ce2b7e4bb5ac,Anything Can Happen,anything can happen,Marcel Lozinski,marcel lozinski,1995,Poland,,Film,,,,WSZYSTKO MOZE SIE PRZYTRAFIC | ANYTHING MIGHT HAPPEN | WSZYSTKO SIE MOZE PRZYTRAFIC,wszystko moze sie przytrafic | anything might happen | wszystko sie moze przytrafic
4ce2b7e53a3ca,SALAM CINÉMA,salam cinéma,,,1995,Iran,Documentary | Drama,Film,Non Fiction,Azadeh Zangeneh | Maryam Keyhan | Feyzolah Ghashghai,azadeh zangeneh | maryam keyhan | feyzolah ghashghai,SALAAM CINEMA | SALAAM TO CINEMA,salaam cinema | salaam to cinema
4ce2b7e54fa3b,HAONAN HAONU,haonan haonu,,,1995,Taiwan,Drama,Film,Fiction,Annie Shizuka Inoh | Geong Lim | Jack Kao,annie shizuka inoh | geong lim | jack kao,"Good Men, Good Women | HAO NAN HAO NU","good men, good women | hao nan hao nu"
4ce2b7e61eb15,Trainspotting,trainspotting,Danny Boyle,danny boyle,1996,United Kingdom,Drama,Film,Fiction,Ewan McGregor | Ewen Bremner | Jonny Lee Miller,ewan mcgregor | ewen bremner | jonny lee miller,,
4ce2b7e63fe2b,DILWALE DULHANIA LE JAYENGE,dilwale dulhania le jayenge,Aditya Chopra,aditya chopra,1995,India,Romance | Drama,Film,Fiction,Shah Rukh Khan | Kajol | Amrish Puri,shah rukh khan | kajol | amrish puri,The BIG-HEARTED WILL WIN THE BRIDE | DILWALE DULHANIA LE JAAYENGE | The BRAVE-HEARTED WILL TAKE THE BRIDE | The HEART WILL WIN THE BRIDE | DILWALE DULHANIYA LE JAYENGE | DILWAALE DULHANIYA LE JAYENGE,the big-hearted will win the bride | dilwale dulhania le jaayenge | the brave-hearted will take the bride | the heart will win the bride | dilwale dulhaniya le jayenge | dilwaale dulhaniya le jayenge
4ce2b7e6453e0,Crash,crash,David Cronenberg,david cronenberg,1996,Canada,Drama,Film,Fiction,James Spader | Holly Hunter | Deborah Unger,james spader | holly hunter | deborah unger,,
4ce2b7e649d1e,William Shakespeare's Romeo + Juliet,william shakespeare's romeo + juliet,Baz Luhrmann,baz luhrmann,1996,Canada | USA,Drama,Film,Fiction,Leonardo DiCaprio | Claire Danes | Brian Dennehy,leonardo dicaprio | claire danes | brian dennehy,Romeo & Juliet | Romeo + Juliet,romeo & juliet | romeo + juliet
4ce2b7e680583,Secrets & Lies,secrets & lies,Mike Leigh,mike leigh,1996,United Kingdom,Drama,Film,Fiction,Timothy Spall | Brenda Blethyn | Phyllis Logan,timothy spall | brenda blethyn | phyllis logan,Secrets and Lies,secrets and lies
4ce2b7e70fc51,Mother Dao the Turtlelike,mother dao the turtlelike,Vincent Monnikendam,vincent monnikendam,1995,Denmark | Netherlands,Documentary,Film,Non Fiction,,,MOEDER DAO DE SCHILDPADGELIJKENDE | MOEDER DAO DE SCHILDPADGELYKENDE | CHRONIQUE COLONIALE,moeder dao de schildpadgelijkende | moeder dao de schildpadgelykende | chronique coloniale
4ce2b7e92cbd2,Everyone Says I Love You,everyone says i love you,Woody Allen,woody allen,1996,USA,Musical,Film,Fiction,Alan Alda | Woody Allen | Drew Barrymore,alan alda | woody allen | drew barrymore,,
4ce2b7e937895,The Funeral,the funeral,Abel Ferrara,abel ferrara,1996,USA,Drama,Film,Fiction,Christopher Walken | Chris Penn | Vincent Gallo,christopher walken | chris penn | vincent gallo,,
4ce2b7ea444c3,Boat Leaving the Port,boat leaving the port,,,1895,France,Actuality film,Film,Non Fiction,,,Barque sortant du port | Boat Leaving Harbour (La Ciotat) in Rough Weather,barque sortant du port | boat leaving harbour (la ciotat) in rough weather
4ce2b7eadb61d,Starship Troopers,starship troopers,Paul Verhoeven,paul verhoeven,1997,USA,Science Fiction,Film,,Caspar Van Dien | Dina Meyer | Denise Richards,caspar van dien | dina meyer | denise richards,,
4ce2b7eb1a927,Gallivant,gallivant,Andrew Kötting,andrew kotting,1997,United Kingdom,Travelogue | Artists' Moving Image,Film,Non Fiction,Gladys Morris | Eden Kötting | Trevor Landell,gladys morris | eden kotting | trevor landell,,
4ce2b7ebdb4d6,Maboroshi No Hikari,maboroshi no hikari,Hirokazu Kore-eda,hirokazu kore-eda,1995,Japan,Drama,Film,Fiction,Makiko Esumi | Takeshi Naito | Tadanobu Asano,makiko esumi | takeshi naito | tadanobu asano,Maborosi | Phantom Light,maborosi | phantom light
4ce2b7ec67971,Night Falls on Manhattan,night falls on manhattan,Sidney Lumet,sidney lumet,1996,USA,Crime,Film,Fiction,Andy Garcia | Richard Dreyfuss | Lena Olin,andy garcia | richard dreyfuss | lena olin,,
4ce2b7ed46336,The Color of Love,the color of love,Peggy Ahwesh,peggy ahwesh,1995,USA,Drama,Film,Fiction,,,,
4ce2b7ed49278,Lost Highway,lost highway,David Lynch,david lynch,1996,France | USA,Drama,Film,Fiction,Bill Pullman | Patricia Arquette | Balthazar Getty,bill pullman | patricia arquette | balthazar getty,,
4ce2b7ee0f12e,GABBEH,gabbeh,Mohsen Makhmalbaf,mohsen makhmalbaf,1996,France | Iran,Fantasy,Film,Fiction,S. Abbas Siahi | Shaghayegh Djodat | Hossein Moharami,s. abbas siahi | shaghayegh djodat | hossein moharami,GABBE,gabbe
