film_id,title_raw,title_searchable,director_raw,director_searchable,year,country,genre,film_type,category,actors_raw,actors_searchable,alternate_titles_raw,alternate_titles_searchable
4ce2b6a89cf25,Deep End,deep end,Jerzy Skolimowski,jerzy skolimowski,1970,United Kingdom | Federal Republic of Germany,Drama,Film,Fiction,Jane Asher | John Moulder-Brown | Karl-Michael Vogler,jane asher | john moulder-brown | karl-michael vogler,Starting Out,starting out
4ce2b6a8a022a,Le DÉJEUNER SUR L'HERBE,le déjeuner sur l'herbe,Jean Renoir,jean renoir,1959,France,Medical drama | Comedy,Film,Fiction,Paul Meurisse | Catherine Rouvel | Fernand Sardou,paul meurisse | catherine rouvel | fernand sardou,LUNCH ON THE GRASS | PICNIC ON THE GRASS,lunch on the grass | picnic on the grass
4ce2b6a8a39d2,Deliverance,deliverance,,,1972,USA,Thriller,Film,Fiction,Jon Voight | Burt Reynolds | Ned Beatty,jon voight | burt reynolds | ned beatty,,
4ce2b6a8a4e7d,DÉMANTY NOCI,démanty noci,,,1964,Czechoslovakia,Drama,Film,Fiction,Ladislav Jansky | Antonin Kumbera | Ilse Bischofová,ladislav jansky | antonin kumbera | ilse bischofova,DIAMONDS OF THE NIGHT,diamonds of the night
4ce2b6a8a630e,Les DEMOISELLES DE ROCHEFORT,les demoiselles de rochefort,,,1967,France,Musical,Film,Fiction,Catherine Deneuve | Françoise Dorléac | George Chakiris,catherine deneuve | francoise dorleac | george chakiris,The YOUNG GIRLS OF ROCHEFORT | The YOUNG LADIES OF ROCHEFORT,the young girls of rochefort | the young ladies of rochefort
4ce2b6a8a74c7,DENEN NI SHISU,denen ni shisu,Shuji Terayama,shuji terayama,1974,Japan,Drama,Film,Fiction,Shuji Terayama | Kantaro Suga | Hiroyuki Takano,shuji terayama | kantaro suga | hiroyuki takano,PASTORAL HIDE-AND-SEEK,pastoral hide-and-seek
4ce2b6a8a8c20,Le DÉPART,le départ,,,1966,Belgium,Drama,Film,Fiction,Jean-Pierre Léaud | Catherine Duport | Jacqueline Bir,jean-pierre leaud | catherine duport | jacqueline bir,Departure,departure
4ce2b6a8ac25c,Dersu Uzala,dersu uzala,Akira Kurosawa,akira kurosawa,1975,Japan | USSR,Drama,Film,Fiction,Maksim Munzuk | Yuri Solomin | M. Bichkov,maksim munzuk | yuri solomin | m. bichkov,,
4ce2b6a8b1185,Red Desert,red desert,Michelangelo Antonioni,michelangelo antonioni,1964,France | Italy,Drama,Film,Fiction,Monica Vitti | Richard Harris | Carlo Chionetti,monica vitti | richard harris | carlo chionetti,Il deserto rosso | Le désert rouge,il deserto rosso | le desert rouge
4ce2b6a8bda02,Detour,detour,Edgar G. Ulmer,edgar g. ulmer,1945,USA,Film noir | Crime | Thriller,Film,Fiction,Tom Neal | Ann Savage | Claudia Drake,tom neal | ann savage | claudia drake,,
4ce2b6a8be619,DEUS E O DIABO NA TERRA DO SOL,deus e o diabo na terra do sol,Glauber Rocha,glauber rocha,1964,Brazil,Drama,Film,Fiction,Geraldo del Rey | Yona Magalhães | Othon Bastos,geraldo del rey | yona magalhaes | othon bastos,"Le DIEU NOIR ET LE DIABLE BLOND | BLACK GOD, WHITE DEVIL | DIOS Y EL DIABLO EN LA TIERRA DEL SOL","le dieu noir et le diable blond | black god, white devil | dios y el diablo en la tierra del sol"
4ce2b6a8beee9,DEUX ANGLAISES ET LE CONTINENT,deux anglaises et le continent,François Truffaut,francois truffaut,1971,France,Romance | Drama,Film,Fiction,François Truffaut | Jean-Pierre Léaud | Kika Markham,francois truffaut | jean-pierre leaud | kika markham,ANNE AND MURIEL | TWO ENGLISH GIRLS,anne and muriel | two english girls
4ce2b6a8bf7a8,Le Deuxième souffle,le deuxieme souffle,Jean-Pierre Melville,jean-pierre melville,1966,France,Action and Adventure,Film,Fiction,Lino Ventura | Paul Meurisse | Raymond Pellegrin,lino ventura | paul meurisse | raymond pellegrin,The Second Breath,the second breath
4ce2b6a8c44ec,The Devil Rides Out,the devil rides out,Terence Fisher,terence fisher,1968,United Kingdom | USA,Horror,Film,Fiction,Christopher Lee | Charles Gray | Nike Arrighi,christopher lee | charles gray | nike arrighi,The Devil's Bride,the devil's bride
4ce2b6a8c47c2,The Devils,the devils,Ken Russell,ken russell,1972,United Kingdom | USA,Drama,Film,Fiction,Vanessa Redgrave | Oliver Reed | Dudley Sutton,vanessa redgrave | oliver reed | dudley sutton,,
4ce2b6a8cf6a9,DIABOLIK,diabolik,Mario Bava,mario bava,1967,France | Italy,Crime,Film,Fiction,John Phillip Law | Marisa Mell | Michel Piccoli,john phillip law | marisa mell | michel piccoli,DANGER: DIABOLIK,danger: diabolik
4ce2b6a8cfcb3,Les Diaboliques,les diaboliques,Henri-Georges Clouzot,henri-georges clouzot,1955,France,Drama,Film,Fiction,Simone Signoret | Véra Clouzot | Paul Meurisse,simone signoret | vera clouzot | paul meurisse,Le Diabolique | The Fiends,le diabolique | the fiends
4ce2b6a8dc8f9,DILLINGER È MORTO,dillinger è morto,,,1968,Italy,Crime,Film,Fiction,Michel Piccoli | Anita Pallenberg | Annie Girardot,michel piccoli | anita pallenberg | annie girardot,DILLINGER IS DEAD,dillinger is dead
4ce2b6a8dce9c,Les DIMANCHES DE VILLE D'AVRAY,les dimanches de ville d'avray,Serge Bourguignon,serge bourguignon,1962,France,Drama,Film,Fiction,Hardy Kruger | Nicole Courcel | Patricia Gozzi,hardy kruger | nicole courcel | patricia gozzi,SUNDAYS AND CYBELE | CYBELE | CYBELE OU LES DIMANCHES DE VILLE D'AVRAY,sundays and cybele | cybele | cybele ou les dimanches de ville d'avray
4ce2b6a8e0bfe,Dirty Harry,dirty harry,Don Siegel,don siegel,1971,USA,Police drama,Film,Fiction,Clint Eastwood | Harry Guardino | Reni Santoni,clint eastwood | harry guardino | reni santoni,Dead Right,dead right
4ce2b6a8e3bc2,Dishonored,dishonored,Josef von Sternberg,josef von sternberg,1931,USA,War,Film,Fiction,Marlene Dietrich | Victor McLaglen | Gustav von Seyffertitz,marlene dietrich | victor mclaglen | gustav von seyffertitz,Dishonoured | X.27,dishonoured | x.27
4ce2b6a8e5c06,Distant Drums,distant drums,,,1951,USA,Western,Film,Fiction,Gary Cooper | Mari Aldon | Richard Webb,gary cooper | mari aldon | richard webb,,
4ce2b6a8eb7d4,Divorce Italian Style,divorce italian style,Pietro Germi,pietro germi,1961,Italy,Comedy,Film,Fiction,Marcello Mastroianni | Daniella Rocca | Stefania Sandrelli,marcello mastroianni | daniella rocca | stefania sandrelli,Divorzio all'italiana | Scheidung auf italienisch | Divorce - Italian Style,divorzio all'italiana | scheidung auf italienisch | divorce - italian style
4ce2b6a9029c2,Dr. Jekyll and Mr. Hyde,dr. jekyll and mr. hyde,,,1931,USA,Horror | Science Fiction | Period drama,Film,Fiction,Fredric March | Miriam Hopkins | Rose Hobart,fredric march | miriam hopkins | rose hobart,,
4ce2b6a906793,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,dr. strangelove or: how i learned to stop worrying and love the bomb,Stanley Kubrick,stanley kubrick,1964,United Kingdom | USA,Comedy | Science Fiction,Film,Fiction,Peter Sellers | George C. Scott | Sterling Hayden,peter sellers | george c. scott | sterling hayden,Dr. Strangelove | How I Learned to Stop Worrying and Love the Bomb,dr. strangelove | how i learned to stop worrying and love the bomb
4ce2b6a9082ab,Doctor Zhivago,doctor zhivago,,,1965,Italy | Liechtenstein | USA,Romance | Drama,Film,Fiction,Geraldine Chaplin | Julie Christie | Tom Courtenay,geraldine chaplin | julie christie | tom courtenay,,
4ce2b6a90859f,DODES'KA-DEN,dodes'ka-den,,,1970,Japan,Drama,Film,Fiction,Yoshitaka Zushi | Kin Sugai | Kazou Kato,yoshitaka zushi | kin sugai | kazou kato,DODESUKADEN | DODESKADEN,dodesukaden | dodeskaden
4ce2b6a909d23,Dog Day Afternoon,dog day afternoon,,,1975,USA,Police drama | Crime,Film,Fiction,Al Pacino | Penelope Allen | Sully Boyar,al pacino | penelope allen | sully boyar,,
4ce2b6a90aec4,Dog Star Man,dog star man,Stan Brakhage,stan brakhage,1964,USA,Artists' Moving Image,Film,Fiction,Stan Brakhage,stan brakhage,Prelude: Dog Star Man,prelude: dog star man
4ce2b6a90d39d,La dolce vita,la dolce vita,Federico Fellini,federico fellini,1960,France | Italy,Drama,Film,Fiction,Marcello Mastroianni | Anita Ekberg | Anouk Aimée,marcello mastroianni | anita ekberg | anouk aimee,The Sweet Life | La Douceur de vivre,the sweet life | la douceur de vivre
4ce2b6a91da80,"""Don't Look Now""","""don't look now""",Nicolas Roeg,nicolas roeg,1973,United Kingdom | Italy,Horror | Fantasy | Thriller,Film,Fiction,Julie Christie | Donald Sutherland | Hilary Mason,julie christie | donald sutherland | hilary mason,A Venezia... Un dicembre rosso shocking,a venezia... un dicembre rosso shocking
4ce2b6a926e5b,Double Indemnity,double indemnity,Billy Wilder,billy wilder,1944,USA,Film noir | Crime,Film,Fiction,Fred MacMurray | Barbara Stanwyck | Edward G. Robinson,fred macmurray | barbara stanwyck | edward g. robinson,,
4ce2b6a92af32,Le DOULOS,le doulos,Jean-Pierre Melville,jean-pierre melville,1963,France,Film noir,Film,Fiction,Jean-Paul Belmondo | Serge Reggiani | Jean Desailly,jean-paul belmondo | serge reggiani | jean desailly,The FINGER MAN,the finger man
4ce2b6a9308a8,Dracula,dracula,Terence Fisher,terence fisher,1958,United Kingdom,Horror,Film,Fiction,Peter Cushing | Michael Gough | Melissa Stribling,peter cushing | michael gough | melissa stribling,Horror of Dracula,horror of dracula
4ce2b6a931741,O DRAGÃO DA MALDADE CONTRA O SANTO GUERREIRO,o dragão da maldade contra o santo guerreiro,,,1969,Brazil,,Film,Fiction,Maurício do Valle | Odete Lara | Othon Bastos,mauricio do valle | odete lara | othon bastos,ANTHONY OF THE DEATH | ANTONIO-DAS-MORTES | ANTONIO DAS MORTES,anthony of the death | antonio-das-mortes | antonio das mortes
4ce2b6a941c10,Dry Rot,dry rot,,,1956,United Kingdom,Comedy,Film,Fiction,Ronald Shiner | Brian Rix | Sidney James,ronald shiner | brian rix | sidney james,,
4ce2b6a943938,Duck Soup,duck soup,Leo McCarey,leo mccarey,1933,USA,Comedy,Film,Fiction,The Marx Brothers | Groucho Marx | Harpo Marx,the marx brothers | groucho marx | harpo marx,,
4ce2b6a944e0a,Duel,duel,,,1971,USA,Thriller,Television,Fiction,Dennis Weaver | Jacqueline Scott | Eddie Firestone,dennis weaver | jacqueline scott | eddie firestone,,
4ce2b6a94e509,Du Rififi chez les hommes,du rififi chez les hommes,,,1955,France | Federal Republic of Germany,Crime,Film,Fiction,Jean Servais | Carl Möhner | Robert Manuel,jean servais | carl mohner | robert manuel,Du Rififi chez des hommes | Rififi | Rififi and the Women,du rififi chez des hommes | rififi | rififi and the women
4ce2b6a95ae0f,East of Eden,east of eden,Elia Kazan,elia kazan,1955,USA,Drama,Film,Fiction,Julie Harris | James Dean | Raymond Massey,julie harris | james dean | raymond massey,John Steinbeck's East of Eden,john steinbeck's east of eden
4ce2b6a95e369,Easy Rider,easy rider,Dennis Hopper,dennis hopper,1969,USA,Road movie,Film,Fiction,Peter Fonda | Dennis Hopper | Luana Anders,peter fonda | dennis hopper | luana anders,Mardi Gras,mardi gras
4ce2b6a9624ac,L' eclisse,l' eclisse,Michelangelo Antonioni,michelangelo antonioni,1962,France | Italy,Drama,Film,Fiction,Alain Delon | Monica Vitti | Francisco Rabal,alain delon | monica vitti | francisco rabal,The Eclipse,the eclipse
4ce2b6a964824,EDIPO RE,edipo re,Pier Paolo Pasolini,pier paolo pasolini,1967,Italy,Drama,Film,Fiction,Franco Citti | Silvana Mangano | Carmelo Bene,franco citti | silvana mangano | carmelo bene,OEDIPUS REX,oedipus rex
4ce2b6a9650c6,Édouard et Caroline,édouard et caroline,Jacques Becker,jacques becker,1951,France,Comedy,Film,Fiction,Daniel Gélin | Anne Vernon | Jacques François,daniel gelin | anne vernon | jacques francois,Edward and Caroline,edward and caroline
4ce2b6a96caa6,EL,el,Luis Buñuel,luis bunuel,1953,Mexico,Drama,Film,Fiction,Arturo De Córdova | Delia Garcés | Aurora Walker,arturo de cordova | delia garces | aurora walker,HE | THIS STRANGE PASSION,he | this strange passion
4ce2b6a96dc31,El Dorado,el dorado,,,1966,USA,Western,Film,Fiction,John Wayne | Robert Mitchum | James Caan,john wayne | robert mitchum | james caan,El Dorado,el dorado
4ce2b6a973431,Die Gezeichneten,die gezeichneten,Carl Th. Dreyer,carl th. dreyer,1921,Germany,Drama,Film,Fiction,Polina Piekovska | Vladimir Gaidarov | Thorleif Reiss,polina piekovska | vladimir gaidarov | thorleif reiss,Love One Another | Elsker Hverandre | The Marked Ones,love one another | elsker hverandre | the marked ones
4ce2b6a9745ce,ELVIRA MADIGAN,elvira madigan,,,1967,Sweden,Drama,Film,Fiction,Pia Degermark | Thommy Berggren | Lennart Malmer,pia degermark | thommy berggren | lennart malmer,,
4ce2b6a9781a2,Emitaï,emitai,,,1971,France | Senegal,Drama,Film,Fiction,Robert Fontaine | Michel Remaudeau | Pierre Blanchard,robert fontaine | michel remaudeau | pierre blanchard,The Thundergod,the thundergod
4ce2b6a979028,Emperor of the North,emperor of the north,Robert Aldrich,robert aldrich,1973,USA,Action and Adventure | Drama,Film,Fiction,Lee Marvin | Ernest Borgnine | Keith Carradine,lee marvin | ernest borgnine | keith carradine,The Emperor of the North Pole,the emperor of the north pole
4ce2b6a9833a2,L' Enfant sauvage,l' enfant sauvage,,,1969,France,Drama,Film,Fiction,Jean-Pierre Cargol | Françoise Seigner | François Truffaut,jean-pierre cargol | francoise seigner | francois truffaut,The Wild Child | The Wild Boy,the wild child | the wild boy
4ce2b6a989752,ENSAYO DE UN CRIMEN,ensayo de un crimen,Luis Buñuel,luis bunuel,1955,Mexico,Drama,Film,Fiction,Miroslava | Ernesto Alonso | Rita Macedo,miroslava | ernesto alonso | rita macedo,ESTASI DI UN DELITTO | The CRIMINAL LIFE OF ARCHIBALDO DE LA CRUZ | ARCHIBALDO DE LA CRUZ,estasi di un delitto | the criminal life of archibaldo de la cruz | archibaldo de la cruz
4ce2b6a98bb7e,Enter the Dragon,enter the dragon,Robert Clouse,robert clouse,1973,Hong Kong | USA,Martial arts,Film,Fiction,Bruce Lee Siu-lung | John Saxon | Jim Kelly,bruce lee siu-lung | john saxon | jim kelly,Longzheng Hudou,longzheng hudou
4ce2b6a991cdc,EROICA,eroica,Andrzej Munk,andrzej munk,1958,Poland,War,Film,Fiction,Barbara Polomska | Edward Dziewonski | Leon Niemczyk,barbara polomska | edward dziewonski | leon niemczyk,EROICA. SYMFONIA BOHATERSKA W DWOCH CZESCIACH,eroica. symfonia bohaterska w dwoch czesciach
4ce2b6a991fd3,EROS + GYAKUSTATSU,eros + gyakustatsu,Yoshishige Yoshida,yoshishige yoshida,1969,Japan,Drama,Film,Fiction,Toshiyuki Hosokawa | Mariko Okada | Yuko Kusunoki,toshiyuki hosokawa | mariko okada | yuko kusunoki,EROS AND MASSACRE | EROS PLUS SLAUGHTER,eros and massacre | eros plus slaughter
4ce2b6a992f80,The Errand Boy,the errand boy,,,1961,USA,Comedy,Film,Fiction,Jerry Lewis | Brian Donlevy | Howard McNear,jerry lewis | brian donlevy | howard mcnear,,
4ce2b6a99de5f,El espíritu de la colmena,el espiritu de la colmena,Víctor Erice,victor erice,1973,Spain,Drama,Film,Fiction,Fernando Fernán Gómez | Teresa Gimpera | Ana Torrent,fernando fernan gomez | teresa gimpera | ana torrent,The Spirit of the Beehive | The Spirit of the Bee-hive,the spirit of the beehive | the spirit of the bee-hive
4ce2b6a99e1b2,Essene,essene,,,1972,USA,Documentary,Film,Non Fiction,,,,
4ce2b6a9a615f,EUROPA '51,europa '51,Roberto Rossellini,roberto rossellini,1952,Italy,Drama,Film,Fiction,Ingrid Bergman | Alexander Knox | Ettore Giannini,ingrid bergman | alexander knox | ettore giannini,The GREATEST LOVE | EUROPE '51,the greatest love | europe '51
4ce2b6a9b7390,The Exorcist,the exorcist,William Friedkin,william friedkin,1973,USA,Horror,Film,Fiction,Ellen Burstyn | Max von Sydow | Lee J. Cobb,ellen burstyn | max von sydow | lee j. cobb,,
4ce2b6a9c2177,Faces,faces,John Cassavetes,john cassavetes,1968,USA,Drama,Film,Fiction,John Marley | Gena Rowlands | Lynn Carlin,john marley | gena rowlands | lynn carlin,,
4ce2b6a9c90ee,Falbalas,falbalas,Jacques Becker,jacques becker,1945,France,Drama,Film,Fiction,Micheline Presle | Raymond Rouleau | Gabrielle Dorziat,micheline presle | raymond rouleau | gabrielle dorziat,Paris Frills,paris frills
4ce2b6a9cb124,The Fallen Idol,the fallen idol,,,1948,United Kingdom,Thriller,Film,Fiction,Michèle Morgan | Ralph Richardson | Sonia Dresdel,michele morgan | ralph richardson | sonia dresdel,The Lost Illusion,the lost illusion
4ce2b6a9d3c38,Fängelse,fangelse,Ingmar Bergman,ingmar bergman,1949,Sweden,Drama,Film,Fiction,Doris Svedlund | Birger Malmsten | Eva Henning,doris svedlund | birger malmsten | eva henning,Prison | The Devil's Wanton,prison | the devil's wanton
4ce2b6a9d6841,FANTOMAS,fantomas,Louis Feuillade,louis feuillade,1913,France,,Film,Fiction,René Navarre | Georges Melchior | Renée Carl,rene navarre | georges melchior | renee carl,FANTOMAS CONTRE FANTOMAS | Le MORT QUI TUE,fantomas contre fantomas | le mort qui tue
4ce2b6a9d6f74,Le FANTÔME DE LA LIBERTÉ,le fantôme de la liberté,,,1974,France,Artists' Moving Image,Film,Fiction,Adriana Asti | Julien Bertheau | Jean-Claude Brialy,adriana asti | julien bertheau | jean-claude brialy,The PHANTOM OF LIBERTY,the phantom of liberty
4ce2b6a9d7522,Faraon,faraon,,,1965,Poland,Historical drama,Film,Fiction,Jerzy Zelnik | Barbara Brylska | Krystyna Mikolajewska,jerzy zelnik | barbara brylska | krystyna mikolajewska,Pharaoh,pharaoh
4ce2b6a9e4a16,Fat City,fat city,John Huston,john huston,1972,USA,Drama,Film,Fiction,Stacy Keach | Jeff Bridges | Susan Tyrrell,stacy keach | jeff bridges | susan tyrrell,,
4ce2b6a9eb3ab,FAUST  EINE DEUTSCHE VOLKSSAGE,faust  eine deutsche volkssage,,,1926,Germany,Fantasy | Period drama,Film,Fiction,Gösta Ekman | Emil Jannings | Camilla Horn,gosta ekman | emil jannings | camilla horn,FAUST | FAUST  A GERMAN POPULAR LEGEND,faust | faust  a german popular legend
4ce2b6a9ec262,Faustrecht der Freheit,faustrecht der freheit,Rainer Werner Fassbinder,rainer werner fassbinder,1975,Federal Republic of Germany,Drama,Film,Fiction,Peter Chatel | Rainer Werner Fassbinder | Karlheinz Böhm,peter chatel | rainer werner fassbinder | karlheinz bohm,Fox and His Friends | Fox | Might Makes Right,fox and his friends | fox | might makes right
4ce2b6a9f365e,Fellini-Satyricon,fellini-satyricon,Federico Fellini,federico fellini,1969,France | Italy,Fantasy | Period drama,Film,Fiction,Martin Potter | Hiram Keller | Max Born,martin potter | hiram keller | max born,,
4ce2b6aa01fc8,Une FEMME DOUCE,une femme douce,Robert Bresson,robert bresson,1969,France,Drama,Film,Fiction,Dominique Sanda | Guy Frangin | Jane Lobre,dominique sanda | guy frangin | jane lobre,GENTLE CREATURE,gentle creature
4ce2b6aa02bb7,Une FEMME EST UNE FEMME,une femme est une femme,Jean-Luc Godard,jean-luc godard,1961,France | Italy,Drama,Film,Fiction,Jean-Claude Brialy | Anna Karina | Jean-Paul Belmondo,jean-claude brialy | anna karina | jean-paul belmondo,A WOMAN IS A WOMAN | La DONNA È DONNA,a woman is a woman | la donna è donna
4ce2b6aa09e48,I FIDANZATI,i fidanzati,Ermanno Olmi,ermanno olmi,1963,Italy,Drama,Film,Fiction,Carlo Cabrini | Anna Canzi,carlo cabrini | anna canzi,The FIANCEES | The ENGAGEMENT,the fiancees | the engagement
4ce2b6aa3733f,Five Easy Pieces,five easy pieces,,,1970,USA,Drama,Film,Fiction,Jack Nicholson | Karen Black | Billy 'Green' Bush,jack nicholson | karen black | billy 'green' bush,,
4ce2b6aa4049b,Flaming Creatures,flaming creatures,Jack Smith,jack smith,1963,USA,Artists' Moving Image,Film,Fiction,Francis Francine | Sheila Bick | Joel Markman,francis francine | sheila bick | joel markman,,
4ce2b6aa63d5a,Foolish Wives,foolish wives,Erich von Stroheim,erich von stroheim,1922,USA,Comedy,Film,Fiction,Rudolph Christians | Miss Du Pont | Maude George,rudolph christians | miss du pont | maude george,Folies De Femmes,folies de femmes
4ce2b6aa6f4f1,Foreign Correspondent,foreign correspondent,Alfred Hitchcock,alfred hitchcock,1940,USA,Thriller | War,Film,Fiction,Joel McCrea | Laraine Day | Herbert Marshall,joel mccrea | laraine day | herbert marshall,,
4ce2b6aa79614,Fort Apache,fort apache,John Ford,john ford,1948,USA,Western,Film,Fiction,John Wayne | Henry Fonda | Shirley Temple,john wayne | henry fonda | shirley temple,War Party,war party
4ce2b6aa852fc,The Killing,the killing,Stanley Kubrick,stanley kubrick,1956,USA,Film noir | Crime | Thriller | Drama,Film,Fiction,Sterling Hayden | Coleen Gray | Vince Edwards,sterling hayden | coleen gray | vince edwards,Day of Violence | Bed of Fear | Clean Break,day of violence | bed of fear | clean break
4ce2b6aa8619c,The Fountainhead,the fountainhead,King Vidor,king vidor,1948,USA,Drama,Film,Fiction,Gary Cooper | Raymond Massey | Patricia Neal,gary cooper | raymond massey | patricia neal,Le Rebelle,le rebelle
4ce2b6aa89774,The Four Horsemen of the Apocalypse,the four horsemen of the apocalypse,Rex Ingram,rex ingram,1920,USA,War,Film,Fiction,Rudolph Valentino | Alice Terry | Pomeroy Cannon,rudolph valentino | alice terry | pomeroy cannon,,
4ce2b6aa93659,FRANCESCO GIULLARE DI DIO,francesco giullare di dio,Roberto Rossellini,roberto rossellini,1950,Italy,,Film,Fiction,Gianfranco Bellini | Lee Kresel | Aldo Fabrizi,gianfranco bellini | lee kresel | aldo fabrizi,"FRANCIS, GOD'S FOOL | The ADVENTURES OF ST. FRANCIS OF ASSISI | FRANCIS, GOD'S JESTER | The FLOWERS OF ST. FRANCIS","francis, god's fool | the adventures of st. francis of assisi | francis, god's jester | the flowers of st. francis"
4ce2b6aa95af5,Frankenstein,frankenstein,James Whale,james whale,1931,USA,Horror | Science Fiction,Film,Fiction,Colin Clive | Mae Clarke | John Boles,colin clive | mae clarke | john boles,,
4ce2b6aa9d289,Freaks,freaks,,,1932,USA,Drama,Film,Fiction,Wallace Ford | Leila Hyams | Olga Baclanova,wallace ford | leila hyams | olga baclanova,,
4ce2b6aaa1ff3,The French Connection,the french connection,William Friedkin,william friedkin,1971,USA,Police drama,Film,Fiction,Gene Hackman | Fernando Rey | Roy Scheider,gene hackman | fernando rey | roy scheider,,
4ce2b6aaa4c38,Frenzy,frenzy,,,1973,United Kingdom | USA,Police drama | Thriller,Film,Fiction,Jon Finch | Alec McCowen | Barry Foster,jon finch | alec mccowen | barry foster,,
4ce2b6aab24ad,The Front Page,the front page,Billy Wilder,billy wilder,1974,USA,Comedy,Film,Fiction,Jack Lemmon | Walter Matthau | Susan Sarandon,jack lemmon | walter matthau | susan sarandon,,
4ce2b6aac2ecf,Os FUZIS,os fuzis,Ruy Guerra,ruy guerra,1964,Brazil,Drama,Film,Fiction,Atila Iorio | Nelson Xavier | Marie Gladys,atila iorio | nelson xavier | marie gladys,The RIFLES | Les FUSILS | The GUNS,the rifles | les fusils | the guns
4ce2b6aacf4f1,GAMLET,gamlet,,,1964,USSR,Drama,Film,Fiction,Innokenti Smoktunovsky | Mikhail Nazvanov | Elza Radzin-Szolkonis,innokenti smoktunovsky | mikhail nazvanov | elza radzin-szolkonis,HAMLET,hamlet
4ce2b6aad04d9,GANGA BRUTA,ganga bruta,,,1933,Brazil,,Film,Fiction,,,,
4ce2b6aadb03d,The Leopard,the leopard,Luchino Visconti,luchino visconti,1963,France | Italy,Period drama,Film,Fiction,Burt Lancaster | Claudia Cardinale | Alain Delon,burt lancaster | claudia cardinale | alain delon,Il gattopardo | Le Guépard,il gattopardo | le guepard
4ce2b6aadbfeb,GAV,gav,Dariush Mehrjui,dariush mehrjui,1969,Iran,,Film,Fiction,Ezzatollah Entezami | Ali Nassirian | Jamshid Mashayekhi,ezzatollah entezami | ali nassirian | jamshid mashayekhi,The COW | GAW | GAAV,the cow | gaw | gaav
4ce2b6aadec27,The Gay Divorcee,the gay divorcee,Mark Sandrich,mark sandrich,1934,USA,Comedy | Musical,Film,Fiction,Fred Astaire | Ginger Rogers | Alice Brady,fred astaire | ginger rogers | alice brady,The Gay Divorce,the gay divorce
4ce2b6aae85f3,The General,the general,,,1926,USA,Comedy | Period drama,Film,Fiction,Buster Keaton | Jack Lowe | Jack Hanlon,buster keaton | jack lowe | jack hanlon,,
4ce2b6aaeb539,Le Genou de Claire,le genou de claire,Eric Rohmer,eric rohmer,1970,France,Drama,Film,Fiction,Jean-Claude Brialy | Aurora Cornu | Béatrice Romand,jean-claude brialy | aurora cornu | beatrice romand,Claire's Knee,claire's knee
4ce2b6aaeb863,GENROKU CHUSHINGURA 1,genroku chushingura 1,Kenji Mizoguchi,kenji mizoguchi,1941,Japan,Drama,Film,Fiction,Yoshisaburo Arashi | Manpo Misamu | Chojuro Kawarazaki,yoshisaburo arashi | manpo misamu | chojuro kawarazaki,The LOYAL 47 OF THE GENROKU ERA | The LOYAL 47 RONIN OF THE GENROKU ERA | GENROKU CHUSHINGURA | The LOYAL FORTY-SEVEN RONIN OF GENROKU ERA,the loyal 47 of the genroku era | the loyal 47 ronin of the genroku era | genroku chushingura | the loyal forty-seven ronin of genroku era
4ce2b6ab01897,"GERMANIA, ANNO ZERO","germania, anno zero",Roberto Rossellini,roberto rossellini,1948,France | Italy | Federal Republic of Germany,War,Film,Fiction,Edmund Meschke | Ernst Pittschau | Ingetraud Hinze,edmund meschke | ernst pittschau | ingetraud hinze,DEUTSCHLAND IM JAHRE NULL | ALLEMAGNE ANNÉE ZÉRO | GERMANY YEAR ZERO,deutschland im jahre null | allemagne année zéro | germany year zero
4ce2b6ab03131,Gertrud,gertrud,Carl Th. Dreyer,carl th. dreyer,1964,Denmark,Drama,Film,Fiction,Nina Pens Rode | Bendt Rothe | Ebbe Rode,nina pens rode | bendt rothe | ebbe rode,,
4ce2b6ab05db0,Get Carter,get carter,Mike Hodges,mike hodges,1971,United Kingdom | USA,Gangster,Film,Fiction,Michael Caine | Ian Hendry | John Osborne,michael caine | ian hendry | john osborne,Carter's the Name | Carter,carter's the name | carter
4ce2b6ab0982b,The Ghost and Mrs. Muir,the ghost and mrs. muir,Joseph L. Mankiewicz,joseph l. mankiewicz,1947,USA,Romance | Fantasy,Film,Fiction,Gene Tierney | Rex Harrison | George Sanders,gene tierney | rex harrison | george sanders,,
4ce2b6ab13b2e,Gilda,gilda,Charles Vidor,charles vidor,1946,USA,Film noir,Film,Fiction,Rita Hayworth | Glenn Ford | George Macready,rita hayworth | glenn ford | george macready,,
4ce2b6ab152c5,Gimme Shelter,gimme shelter,,,1970,USA,Documentary,Film,Non Fiction,The Rolling Stones | Mick Jagger | Charlie Watts,the rolling stones | mick jagger | charlie watts,,
4ce2b6ab17012,GION BAYASHI,gion bayashi,Kenji Mizoguchi,kenji mizoguchi,1953,Japan,Drama,Film,Fiction,Michiyo Kogure | Ayako Wakao | Seizaburô Kawazu,michiyo kogure | ayako wakao | seizaburo kawazu,GION MUSIC | GION FESTIVAL MUSIC | A GEISHA,gion music | gion festival music | a geisha
