voter_id,raw_film_title,normed_film_title,searchable_film_title,film_director,film_director_searchable,film_year,film_id
963,Letter From an Unknown Woman,Letter From an Unknown Woman,letter from an unknown woman,Max Ophüls,max ophuls,1948,4ce2b6aec1d37
963,"Long Goodbye, The",The Long Goodbye,the long goodbye,Robert Altman,robert altman,1973,4ce2b6af21b73
963,Man's Castle,Man's Castle,man's castle,Frank Borzage,frank borzage,1933,4ce2b6afd6db6
963,Mulholland Dr,Mulholland Dr,mulholland dr,David Lynch,david lynch,2001,4ce2b8379038e
963,"Tree of Life, The",The Tree of Life,the tree of life,Terrence Malick,terrence malick,2010,4f4b8bf00dfa0
963,"Unknown, The",The Unknown,the unknown,Tod Browning,tod browning,1927,4ce2b6b9784c5
963,Zero de Conduite,Zero de Conduite,zero de conduite,Jean Vigo,jean vigo,1933,4ce2b6bb90b37
963,Zvenigora,Zvenigora,zvenigora,Aleksandr Dovzhenko,aleksandr dovzhenko,1928,4ce2b6bba25a9
286,Au Hasard Balthazar,Au Hasard Balthazar,au hasard balthazar,Robert Bresson,robert bresson,1966,4ce2b6a44b82c
286,Crumb,Crumb,crumb,Terry Zwigoff,terry zwigoff,1994,4ce2b7db80dc2
286,Dekalog,Dekalog,dekalog,Krzysztof Kieslowski,krzysztof kieslowski,,4f4b9f666e4c8
286,Food,Food,food,Jan Svankmajer,jan svankmajer,1992,4ce2b7c798632
286,High and Low,High and Low,high and low,Akira Kurosawa,akira kurosawa,1963,4ce2b6b7d56bb
286,Out of the Past,Out of the Past,out of the past,Jacques Tourneur,jacques tourneur,1947,4ce2b6b26aca5
286,Pather Panchali,Pather Panchali,pather panchali,Satyajit Ray,satyajit ray,1955,4ce2b6b2b59cc
286,Salesman,Salesman,salesman,Albert Maysles/David Maysles/Charlotte Zwerin,albert maysles/david maysles/charlotte zwerin,1968,4ce2b765aa1d5
286,"Spirit of the Beehive, The",The Spirit of the Beehive,the spirit of the beehive,Víctor Erice,victor erice,1973,4ce2b6a99de5f
286,Trouble in Paradise,Trouble in Paradise,trouble in paradise,Ernst Lubitsch,ernst lubitsch,1932,4ce2b6b90d54d
606,Deep End,Deep End,deep end,Jerzy Skolimowski,jerzy skolimowski,1970,4ce2b6a89cf25
606,Deep Red,Deep Red,deep red,Dario Argento,dario argento,1975,4ce2b75cae6f8
606,"dolce vita, La",La dolce vita,la dolce vita,Federico Fellini,federico fellini,1960,4ce2b6a90d39d
606,Full Moon in Paris,Full Moon in Paris,full moon in paris,Eric Rohmer,eric rohmer,1984,4ce2b6e318598
606,North by Northwest,North by Northwest,north by northwest,Alfred Hitchcock,alfred hitchcock,1959,4ce2b6bf4e912
606,Pickpocket,Pickpocket,pickpocket,Robert Bresson,robert bresson,1959,4ce2b6b30995b
606,Tabu,Tabu,tabu,F. W. Murnau,f. w. murnau,1931,4ce2b6b78bfc0
606,Young Mr Lincoln,Young Mr Lincoln,young mr lincoln,John Ford,john ford,1939,4ce2b6bb6c6eb
606,Zero de Conduite,Zero de Conduite,zero de conduite,Jean Vigo,jean vigo,1933,4ce2b6bb90b37
606,Zodiac,Zodiac,zodiac,David Fincher,david fincher,2007,4ce2b8b97c3b2
597,Abraham's Valley,Abraham's Valley,abraham's valley,Manoel de Oliveira,manoel de oliveira,1993,4ce2b7c96a012
597,"Autumn Afternoon, An",An Autumn Afternoon,an autumn afternoon,Ozu Yasujirô ,ozu yasujiro ,1962,4ce2b6b4f1afc
597,Brigadoon,Brigadoon,brigadoon,Vincente Minnelli,vincente minnelli,1954,4ce2b6a66c507
597,City Lights,City Lights,city lights,Charles Chaplin,charles chaplin,1931,4ce2b6bbb8e51
597,Partie de campagne,Partie de campagne,partie de campagne,Jean Renoir,jean renoir,1936,4ce2b6b2a3772
597,"Perfect World, A",A Perfect World,a perfect world,Clint Eastwood,clint eastwood,1993,4ce2b7c5407ba
597,Rome Open City,Rome Open City,rome open city,Roberto Rossellini,roberto rossellini,1945,4ce2b6b48f642
597,"Searchers, The",The Searchers,the searchers,John Ford,john ford,1956,4ce2b6b54abdf
597,Slow Motion,Slow Motion,slow motion,Jean-Luc Godard,jean-luc godard,1979,4ce2b76692c72
597,Sunrise,Sunrise,sunrise,F. W. Murnau,f. w. murnau,1927,4ce2b6b7568ee
641,Arnulf Rainer,Arnulf Rainer,arnulf rainer,Peter Kubelka,peter kubelka,1960,4ce2b6ee2975c
641,City Lights,City Lights,city lights,Charles Chaplin,charles chaplin,1931,4ce2b6bbb8e51
641,"Man Escaped, A",A Man Escaped,a man escaped,Robert Bresson,robert bresson,1956,4ce2b6a7da289
641,Man with a Movie Camera,Man with a Movie Camera,man with a movie camera,Dziga Vertov,dziga vertov,1929,4ce2b6a21d217
641,"Puppetmaster, The",The Puppetmaster,the puppetmaster,Hsiao-hsien Hou,hsiao-hsien hou,1993,4ce2b7c8951ef
641,"Seasons of the Year, The",The Seasons of the Year,the seasons of the year,Artavazd Pelechian,artavazd pelechian,1975,4ce2b7773fd96
641,Spring in a Small Town,Spring in a Small Town,spring in a small town,Fei Mu,fei mu,1948,4ce2b78d95bbe
641,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
641,"Too Early, Too Late","Too Early, Too Late","too early, too late",Jean-Marie Straub/Danièle Huillet,jean-marie straub/daniele huillet,1982,4ce2b77d44c3f
641,West of the Tracks,West of the Tracks,west of the tracks,Wang Bing,wang bing,2002,4ce2b894cfdd1
1168,Edouard et Caroline,Edouard et Caroline,edouard et caroline,Jacques Becker,jacques becker,1951,4ce2b6a9650c6
1168,Iguana,Iguana,iguana,Monte Hellman,monte hellman,1988,4ce2b796968cb
1168,Love Streams,Love Streams,love streams,John Cassavetes,john cassavetes,1984,4ce2b6e742567
1168,Our Courtyard,Our Courtyard,our courtyard,Revas Chkheidze,revas chkheidze,1957,4ce2b6bf577aa
1168,Phantom,Phantom,phantom,FW Murnau,fw murnau,1922,4ce2b6a45f917
1168,"Report, The",The Report,the report,Abbas Kiarostami,abbas kiarostami,1977,4ce2b760e7710
1168,Sakura No Daimon,Sakura No Daimon,sakura no daimon,Misumi Kenji,misumi kenji,1973,4ce2b7659f9b8
1168,Spontaneous Combustion,Spontaneous Combustion,spontaneous combustion,Tobe Hooper,tobe hooper,1989,4ce2b79d68ed2
1168,Vincere,Vincere,vincere,Marco Bellocchio,marco bellocchio,2009,4ce2b8d4cb77a
1168,Violanta,Violanta,violanta,Danield Schmid,danield schmid,1978,4ce2b6b9e8d30
663,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
663,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
663,"Music Room, The",The Music Room,the music room,Satyajit Ray,satyajit ray,1958,4ce2b6ad7b33b
663,Smiles of a Summer Night,Smiles of a Summer Night,smiles of a summer night,Ingmar Bergman,ingmar bergman,1952,4ce2b6b668f52
663,"Third Man, The",The Third Man,the third man,Carol Reed,carol reed,1949,4ce2b6b824610
663,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
663,Touch of Evil,Touch of Evil,touch of evil,Orson Welles,orson welles,1958,4ce2b6b8bc241
663,Tristana,Tristana,tristana,Luis Buñuel,luis bunuel,1970,4ce2b6b90075a
663,Ugetsu Monogatari,Ugetsu Monogatari,ugetsu monogatari,Mizoguchi Kenji,mizoguchi kenji,1953,4ce2b6b94daff
663,Umberto D,Umberto D,umberto d,Vittorio de Sica,vittorio de sica,1952,4ce2b6b957263
146,"400 Blows, The",The 400 Blows,the 400 blows,François Truffaut,francois truffaut,1959,4ce2b6b3b75b7
146,"Apartment, The",The Apartment,the apartment,Billy Wilder,billy wilder,1960,4ce2b6c010eb7
146,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
146,Blue Velvet,Blue Velvet,blue velvet,David Lynch,david lynch,1986,4ce2b6f6c85c4
146,Journey to Italy,Journey to Italy,journey to italy,Roberto Rossellini,roberto rossellini,1954,4ce2b6b9d14d8
146,North by Northwest,North by Northwest,north by northwest,Alfred Hitchcock,alfred hitchcock,1959,4ce2b6bf4e912
146,Raging Bull,Raging Bull,raging bull,Martin Scorsese,martin scorsese,1980,4ce2b6bf2249d
146,Rocco and his Brothers,Rocco and his Brothers,rocco and his brothers,Luchino Visconti,luchino visconti,1960,4ce2b6b47f860
146,"Searchers, The",The Searchers,the searchers,John Ford,john ford,1956,4ce2b6b54abdf
146,Ugetsu Monogatari,Ugetsu Monogatari,ugetsu monogatari,Mizoguchi Kenji,mizoguchi kenji,1953,4ce2b6b94daff
1077,Amadeus,Amadeus,amadeus,Milos Forman,milos forman,,10011
1077,Breathless,Breathless,breathless,Jean-Luc Godard,jean-luc godard,1960,4ce2b6bfd1ebb
1077,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
1077,Dekalog,Dekalog,dekalog,Krzysztof Kieslowski,krzysztof kieslowski,,4f4b9f666e4c8
1077,Goodfellas,Goodfellas,goodfellas,Martin Scorsese,martin scorsese,1990,4ce2b79d587a4
1077,Happiness,Happiness,happiness,Todd Solondz,todd solondz,1998,4ce2b80bd844b
1077,In the Realm of the Senses,In the Realm of the Senses,in the realm of the senses,Nagisa Oshima,nagisa oshima,1976,4ce2b6bbda06f
1077,Katzelmacher,Katzelmacher,katzelmacher,Rainer Werner Fassbinder,rainer werner fassbinder,1969,4ce2b6ade4ea7
1077,Persona,Persona,persona,Ingmar Bergman,ingmar bergman,1966,4ce2b6b2deaa5
1077,"Tenant, The",The Tenant,the tenant,Roman Polanski,roman polanski,1976,4ce2b6af10030
1069,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
1069,Avatar,Avatar,avatar,James Cameron,james cameron,2009,4ce2b8c544d22
1069,Battleship Potemkin,Battleship Potemkin,battleship potemkin,Sergei M Eisenstein,sergei m eisenstein,1925,4ce2b6a68bd9d
1069,Biutiful,Biutiful,biutiful,Alejandro González Iñárritu,alejandro gonzalez inarritu,2009,4ce2b8cf6fab7
1069,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
1069,Dr. Strangelove,Dr. Strangelove,dr. strangelove,Stanley Kubrick,stanley kubrick,1963,4ce2b6a906793
1069,My Darling Clementine,My Darling Clementine,my darling clementine,John Ford,john ford,1946,4ce2b6b10f03e
1069,Passion of Joan of Arc,Passion of Joan of Arc,passion of joan of arc,Carl Theodor Dreyer,carl theodor dreyer,1927,4ce2b754db651
1069,Raging Bull,Raging Bull,raging bull,Martin Scorsese,martin scorsese,1980,4ce2b6bf2249d
1069,"Wild Bunch, The",The Wild Bunch,the wild bunch,Sam Peckinpah,sam peckinpah,1969,4ce2b6bad3a0d
1048,Banditi a Orgosolo,Banditi a Orgosolo,banditi a orgosolo,Vittorio De Seta,vittorio de seta,1961,4ce2b6a48f8f6
1048,Faust,Faust,faust,F. W. Murnau,f. w. murnau,1926,4ce2b6a9eb3ab
1048,Husbands,Husbands,husbands,John Cassavetes,john cassavetes,1970,4ce2b6accac8a
1048,Journey to Italy,Journey to Italy,journey to italy,Roberto Rossellini,roberto rossellini,1954,4ce2b6b9d14d8
1048,Leo the Last,Leo the Last,leo the last,John Boorman,john boorman,1969,4ce2b6aeb9202
1048,Primate,Primate,primate,Frederick Wiseman,frederick wiseman,1974,4ce2b6b376514
1048,"Round-Up, The",The Round-Up,the round-up,Miklos Jancso,miklos jancso,1966,4ce2b776255f6
1048,Stranded in Canton,Stranded in Canton,stranded in canton,William Egglestone,william egglestone,2006,4ce2b8bb625c8
1048,Symbiopsychotaxiplasm: Take One,Symbiopsychotaxiplasm: Take One,symbiopsychotaxiplasm: take one,William Greaves,william greaves,1967,4ce2b7b4b6f69
1048,Trash Humpers,Trash Humpers,trash humpers,Harmony Korine,harmony korine,2009,4ce2b8d96d2aa
1130,"Battle of Algiers, The",The Battle of Algiers,the battle of algiers,Gillo Pontecorvo,gillo pontecorvo,1966,4ce2b6f24787d
1130,"Bigger Splash, A",A Bigger Splash,a bigger splash,Jack Hazan,jack hazan,1974,4ce2b6a513c02
1130,Dr. Strangelove,Dr. Strangelove,dr. strangelove,Stanley Kubrick,stanley kubrick,1963,4ce2b6a906793
1130,Germany Year Zero,Germany Year Zero,germany year zero,Roberto Rossellini,roberto rossellini,1948,4ce2b6ab01897
1130,Love Streams,Love Streams,love streams,John Cassavetes,john cassavetes,1984,4ce2b6e742567
1130,Marnie,Marnie,marnie,Alfred Hitchcock,alfred hitchcock,1964,4ce2b6b008211
1130,"River, The",The River,the river,Jean Renoir,jean renoir,1951,4ce2b6b46ab2d
1130,"Samouraï, Le",Le Samouraï,le samourai,Jean-Pierre Melville,jean-pierre melville,1967,4ce2b765f258a
1130,Solaris,Solaris,solaris,Andrei Tarkovsky,andrei tarkovsky,1972,4ce2b6b657a6a
1130,Z,Z,z,Costa-Gavras,costa-gavras,1968,4ce2b6bb7e02a
693,Antigone,Antigone,antigone,Jean-Marie Straub/Danièle Huillet,jean-marie straub/daniele huillet,1991,4ce2b7b42ae13
693,Gertrud,Gertrud,gertrud,Carl Theodor Dreyer,carl theodor dreyer,1964,4ce2b6ab03131
693,Heiligabend auf St. Pauli,Heiligabend auf St. Pauli,heiligabend auf st. pauli,Klaus Wildenhahn,klaus wildenhahn,,10084
693,Histoire(s) du cinéma,Histoire(s) du cinéma,histoire(s) du cinema,Jean-Luc Godard,jean-luc godard,,10006
693,Man with a Movie Camera,Man with a Movie Camera,man with a movie camera,Dziga Vertov,dziga vertov,1929,4ce2b6a21d217
693,Outer and Inner Space,Outer and Inner Space,outer and inner space,Andy Warhol,andy warhol,1965,4ce2b7531894f
693,Pigsty,Pigsty,pigsty,Pier Paolo Pasolini,pier paolo pasolini,1969,4ce2b6b347aa7
693,Rear Window,Rear Window,rear window,Alfred Hitchcock,alfred hitchcock,1954,4ce2b6955c6ba
693,"Arguments and a Story or Reason, Debate and a Tale","Arguments and a Story or Reason, Debate and a Tale","arguments and a story or reason, debate and a tale",Ritwik Ghatak,ritwik ghatak,1974,4ce2b732a9e56
693,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
7,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
7,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
7,Battleship Potemkin,Battleship Potemkin,battleship potemkin,Sergei M Eisenstein,sergei m eisenstein,1925,4ce2b6a68bd9d
7,City Lights,City Lights,city lights,Charles Chaplin,charles chaplin,1931,4ce2b6bbb8e51
7,Intolerance,Intolerance,intolerance,D.W. Griffith,d.w. griffith,1916,4ce2b6bbaea80
7,M,M,m,Fritz Lang,fritz lang,1931,4ce2b6af6aedd
7,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,one flew over the cuckoo's nest,Milos Forman,milos forman,1975,4ce2b6b218cee
7,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
7,Shadows of Our Forgotten Ancestors,Shadows of Our Forgotten Ancestors,shadows of our forgotten ancestors,Sergei Parajanov,sergei parajanov,1964,4ce2b6b7d5c6e
7,Sir Arne's Treasure,Sir Arne's Treasure,sir arne's treasure,Mauritz Stiller,mauritz stiller,1919,4ce2b6ac353a0
291,"Affair to Remember, An",An Affair to Remember,an affair to remember,Leo McCarey,leo mccarey,1957,4ce2b6a477be9
291,Isn't Life Wonderful,Isn't Life Wonderful,isn't life wonderful,D.W. Griffith,d.w. griffith,1924,4ce2b6bbaed7c
291,"Mortal Storm, The",The Mortal Storm,the mortal storm,Frank Borzage,frank borzage,1940,4ce2b6b0ccaac
291,"River, The",The River,the river,Jean Renoir,jean renoir,1951,4ce2b6b46ab2d
291,Street of Shame,Street of Shame,street of shame,Mizoguchi Kenji,mizoguchi kenji,1956,4ce2b6a5ccbd7
291,Student Prince In Old Heidelberg,Student Prince In Old Heidelberg,student prince in old heidelberg,Ernst Lubitsch,ernst lubitsch,1927,4ce2b6b6dca3b
291,Tabu,Tabu,tabu,F. W. Murnau,f. w. murnau,1931,4ce2b6b78bfc0
291,The Tiger of Eschnapur/The Indian Tomb,The Tiger of Eschnapur/The Indian Tomb,the tiger of eschnapur/the indian tomb,Fritz Lang,fritz lang,1958,4ce2b6b86f032
291,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
291,"Wings of Eagles, The",The Wings of Eagles,the wings of eagles,John Ford,john ford,1956,4ce2b6bae586b
788,"400 Blows, The",The 400 Blows,the 400 blows,François Truffaut,francois truffaut,1959,4ce2b6b3b75b7
788,Blow Up,Blow Up,blow up,Michelangelo Antonioni,michelangelo antonioni,1966,4ce2b6f695fc4
788,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
788,"dolce vita, La",La dolce vita,la dolce vita,Federico Fellini,federico fellini,1960,4ce2b6a90d39d
788,"Front Page, The",The Front Page,the front page,Billy Wilder,billy wilder,1974,4ce2b6aab24ad
788,"Great Dictator, The",The Great Dictator,the great dictator,Charles Chaplin,charles chaplin,1940,4ce2b6bbbae8c
788,Metropolis,Metropolis,metropolis,Fritz Lang,fritz lang,1927,4ce2b6b0544c6
788,Nanook of the North,Nanook of the North,nanook of the north,Robert J. Flaherty,robert j. flaherty,1922,4ce2b7491753f
788,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
788,Zelig,Zelig,zelig,Woody Allen,woody allen,1983,4ce2b6c142934
1018,Black Orpheus,Black Orpheus,black orpheus,Marcel Camus,marcel camus,1959,4ce2b6b24a996
1018,Blade Runner,Blade Runner,blade runner,Ridley Scott,ridley scott,1982,4ce2b69ac89d8
1018,Brazil,Brazil,brazil,Terry Gilliam,terry gilliam,1985,4ce2b69aed562
1018,Dersu Uzala,Dersu Uzala,dersu uzala,Akira Kurosawa,akira kurosawa,1975,4ce2b6a8ac25c
1018,Dr. Strangelove,Dr. Strangelove,dr. strangelove,Stanley Kubrick,stanley kubrick,1963,4ce2b6a906793
1018,Hidden,Hidden,hidden,Michael Haneke,michael haneke,2004,4ce2b8b17e6c2
1018,"Last Laugh, The",The Last Laugh,the last laugh,F. W. Murnau,f. w. murnau,1924,4ce2b7916e67e
1018,"One, Two, Three","One, Two, Three","one, two, three",Billy Wilder,billy wilder,1961,4ce2b6b2286ba
1018,"Passion of Christ, The",The Passion of Christ,the passion of christ,Mel Gibson,mel gibson,2004,4ce2b88a88134
1018,There Will Be Blood,There Will Be Blood,there will be blood,Paul Thomas Anderson,paul thomas anderson,2007,4ce2b8c6518bb
84,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
84,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
84,Blue Velvet,Blue Velvet,blue velvet,David Lynch,david lynch,1986,4ce2b6f6c85c4
84,City of God,City of God,city of god,Fernando Meirelles,fernando meirelles,2002,4ce2b87f37051
84,"Piano, The",The Piano,the piano,Jane Campion,jane campion,1992,4ce2b7b54d000
84,Raging Bull,Raging Bull,raging bull,Martin Scorsese,martin scorsese,1980,4ce2b6bf2249d
84,Seven Samurai,Seven Samurai,seven samurai,Akira Kurosawa,akira kurosawa,1954,4ce2b6b5b6382
84,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
84,"White Ribbon, The",The White Ribbon,the white ribbon,Michael Haneke,michael haneke,2009,4ce2b8d4c824d
84,Xala,Xala,xala,Ousmane Sembene,ousmane sembene,1974,4ce2b6bb4355b
407,Andrei Rublev,Andrei Rublev,andrei rublev,Andrei Tarkovsky,andrei tarkovsky,1966,4ce2b6b7433c1
407,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
407,Beau Travail,Beau Travail,beau travail,Claire Denis,claire denis,1998,4ce2b8203c690
407,Code Unknown,Code Unknown,code unknown,Michael Haneke,michael haneke,2000,4ce2b83279e3f
407,Man with a Movie Camera,Man with a Movie Camera,man with a movie camera,Dziga Vertov,dziga vertov,1929,4ce2b6a21d217
407,Nashville,Nashville,nashville,Robert Altman,robert altman,1975,4ce2b6b143f57
407,Sunrise,Sunrise,sunrise,F. W. Murnau,f. w. murnau,1927,4ce2b6b7568ee
407,Touki Bouki,Touki Bouki,touki bouki,Djibril Diop Mambéty,djibril diop mambety,1973,4ce2b77b4418a
407,"Turin Horse, The",The Turin Horse,the turin horse,Béla Tarr,bela tarr,,10008
407,Written on the Wind,Written on the Wind,written on the wind,Douglas Sirk,douglas sirk,1956,4ce2b6bb3c86d
980,Blue Velvet,Blue Velvet,blue velvet,David Lynch,david lynch,1986,4ce2b6f6c85c4
980,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
980,"Diaboliques, Les",Les Diaboliques,les diaboliques,Henri-Georges Clouzot,henri-georges clouzot,1955,4ce2b6a8cfcb3
980,Elephant,Elephant,elephant,Alan Clarke,alan clarke,1989,4ce2b795193f5
980,"Gates of Heaven, The",The Gates of Heaven,the gates of heaven,Errol Morris,errol morris,1978,4ce2b6bd8762e
980,"Jetée, La",La Jetée,la jetee,Chris Marker,chris marker,1962,4ce2b7b9372f0
980,Los Olvidados,Los Olvidados,los olvidados,Luis Buñuel,luis bunuel,1950,4ce2b6b209ea3
980,"Spirit of the Beehive, The",The Spirit of the Beehive,the spirit of the beehive,Víctor Erice,victor erice,1973,4ce2b6a99de5f
980,Taxi Driver,Taxi Driver,taxi driver,Martin Scorsese,martin scorsese,1976,4ce2b6b7bc1b8
980,Zero de Conduite,Zero de Conduite,zero de conduite,Jean Vigo,jean vigo,1933,4ce2b6bb90b37
402,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
402,"Avventura, L'",L'Avventura,l'avventura,Michelangelo Antonioni,michelangelo antonioni,1960,4ce2b6a6e45a7
402,Badlands,Badlands,badlands,Terrence Malick,terrence malick,1973,4ce2b6a470348
402,"Lady Eve, The",The Lady Eve,the lady eve,Preston Sturges,preston sturges,1941,4ce2b6ae66430
402,Letter From an Unknown Woman,Letter From an Unknown Woman,letter from an unknown woman,Max Ophüls,max ophuls,1948,4ce2b6aec1d37
402,My Neighbour Totoro,My Neighbour Totoro,my neighbour totoro,Miyazaki Hayao,miyazaki hayao,1988,4ce2b7c847246
402,"Night of the Hunter, The",The Night of the Hunter,the night of the hunter,Charles Laughton,charles laughton,1955,4ce2b6b185765
402,Performance,Performance,performance,Donald Cammell/Nicolas Roeg,donald cammell/nicolas roeg,1970,4ce2b6b2d8659
402,Touch of Evil,Touch of Evil,touch of evil,Orson Welles,orson welles,1958,4ce2b6b8bc241
402,Wild Strawberries,Wild Strawberries,wild strawberries,Ingmar Bergman,ingmar bergman,1957,4ce2b6b6466ce
842,Anna,Anna,anna,Alberto Grifi/Massimo Sarchielli,alberto grifi/massimo sarchielli,1972,4ce2b6ecb7b42
842,Behindert,Behindert,behindert,Stephen Dwoskin,stephen dwoskin,1974,4ce2b6bc30dfd
842,By the Bluest of Seas,By the Bluest of Seas,by the bluest of seas,Boris Barnet/S. Mardanin,boris barnet/s. mardanin,1935,4ce2b6b9946ea
842,"Departure, The",The Departure,the departure,Jerzy Skolimowski,jerzy skolimowski,1966,4ce2b6a8a8c20
842,"Enfant Secret, L'",L'Enfant Secret,l'enfant secret,Philippe Garrel,philippe garrel,1983,4ce2b71209a69
842,Eyes Wide Shut,Eyes Wide Shut,eyes wide shut,Stanley Kubrick,stanley kubrick,1999,4ce2b7f5aa12a
842,Floating Clouds,Floating Clouds,floating clouds,Naruse Mikio,naruse mikio,1955,4ce2b6b94f5ad
842,"Killing of a Chinese Bookie, The",The Killing of a Chinese Bookie,the killing of a chinese bookie,John Cassavetes,john cassavetes,1976,4ce2b6ae11be2
842,Nuit et jour,Nuit et jour,nuit et jour,Chantal Akerman,chantal akerman,1991,4ce2b7a845f3f
842,Wanda,Wanda,wanda,Barbara Loden,barbara loden,1970,4ce2b6ba31970
1140,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
1140,Manila by Night,Manila by Night,manila by night,Ishmael Bernal,ishmael bernal,1981,4ce2b70180c21
1140,Commingled Containers,Commingled Containers,commingled containers,Stan Brakhage,stan brakhage,,10085
1140,ruption volcanique à la Martinique,ruption volcanique à la Martinique,ruption volcanique a la martinique,Georges Méliès,georges melies,1902,4ce2b6bf6058a
1140,Evolution of a Filipino Family,Evolution of a Filipino Family,evolution of a filipino family,Lav Díaz,lav diaz,2004,4ce2b8ab7a567
1140,"Flowers of St Francis, The",The Flowers of St Francis,the flowers of st francis,Roberto Rossellini,roberto rossellini,1950,4ce2b6aa93659
1140,Histoire(s) du cinéma,Histoire(s) du cinéma,histoire(s) du cinema,Jean-Luc Godard,jean-luc godard,,10006
1140,I am Cuba,I am Cuba,i am cuba,Mikhail Kalatozov,mikhail kalatozov,1964,4ce2b78da502c
1140,Mirror,Mirror,mirror,Andrei Tarkovsky,andrei tarkovsky,1974,4ce2b6bb90873
1140,"Texas Chainsaw Massacre, The",The Texas Chainsaw Massacre,the texas chainsaw massacre,Tobe Hooper,tobe hooper,1974,4ce2b6b7ea720
655,"Angel at My Table, An",An Angel at My Table,an angel at my table,Jane Campion,jane campion,1992,4ce2b7a726697
655,Breathless,Breathless,breathless,Jean-Luc Godard,jean-luc godard,1960,4ce2b6bfd1ebb
655,Cries and Whispers,Cries and Whispers,cries and whispers,Ingmar Bergman,ingmar bergman,1972,4ce2b6b9f3ba7
655,"Crucified Lovers, The",The Crucified Lovers,the crucified lovers,Mizoguchi Kenji,mizoguchi kenji,1954,4ce2b6a785eda
655,"Deer Hunter, The",The Deer Hunter,the deer hunter,Michael Cimino,michael cimino,1977,4ce2b6bcdaa6f
655,Mais im Bundeshuus : Le Génie Helvétique,Mais im Bundeshuus : Le Génie Helvétique,mais im bundeshuus : le genie helvetique,Jean-Stéphane Bron,jean-stephane bron,2003,4ce2b8afad408
655,McCabe and Mrs Miller,McCabe and Mrs Miller,mccabe and mrs miller,Robert Altman,robert altman,1971,4ce2b6af6e08b
655,Roma,Roma,roma,Federico Fellini,federico fellini,1972,4ce2b6b48f35d
655,Solaris,Solaris,solaris,Andrei Tarkovsky,andrei tarkovsky,1972,4ce2b6b657a6a
655,"Spirit of the Beehive, The",The Spirit of the Beehive,the spirit of the beehive,Víctor Erice,victor erice,1973,4ce2b6a99de5f
656,"Amour fou, L'",L'Amour fou,l'amour fou,Jacques Rivette,jacques rivette,1968,4ce2b6bfd74ab
656,Branded to Kill,Branded to Kill,branded to kill,Suzuki Seijun,suzuki seijun,1967,4ce2b7359f202
656,"Femme Douce, Une",Une Femme Douce,une femme douce,Robert Bresson,robert bresson,1969,4ce2b6aa01fc8
656,"Left-Handed Woman, The",The Left-Handed Woman,the left-handed woman,Peter Handke,peter handke,1977,4ce2b73941572
656,Libera Me,Libera Me,libera me,Alain Cavalier,alain cavalier,1993,4ce2b7c990947
656,On Top of the Whale,On Top of the Whale,on top of the whale,Raúl Ruiz,raul ruiz,1982,4ce2b72607f14
656,Opening Night,Opening Night,opening night,John Cassavetes,john cassavetes,1977,4ce2b6bedc2bb
