voter_id,raw_film_title,normed_film_title,searchable_film_title,film_director,film_director_searchable,film_year,film_id
388,Rosetta,Rosetta,rosetta,Jean-Pierre Dardenne/Luc Dardenne,jean-pierre dardenne/luc dardenne,1999,4ce2b82b6b26b
388,Week End,Week End,week end,Jean-Luc Godard,jean-luc godard,1967,4ce2b6ba5932a
715,"Battle of Algiers, The",The Battle of Algiers,the battle of algiers,Gillo Pontecorvo,gillo pontecorvo,1966,4ce2b6f24787d
715,Battleship Potemkin,Battleship Potemkin,battleship potemkin,Sergei M Eisenstein,sergei m eisenstein,1925,4ce2b6a68bd9d
715,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
715,Lawrence of Arabia,Lawrence of Arabia,lawrence of arabia,David Lean,david lean,1962,4ce2b6aea50ea
715,Nosferatu,Nosferatu,nosferatu,F. W. Murnau,f. w. murnau,1922,4ce2b74e11d41
715,Once Upon a Time in the West,Once Upon a Time in the West,once upon a time in the west,Sergio Leone,sergio leone,1968,4ce2b6a754af6
715,Psycho,Psycho,psycho,Alfred Hitchcock,alfred hitchcock,1960,4ce2b6b39fc24
715,"Searchers, The",The Searchers,the searchers,John Ford,john ford,1956,4ce2b6b54abdf
715,Some Like It Hot,Some Like It Hot,some like it hot,Billy Wilder,billy wilder,1959,4ce2b76e98a5c
715,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
190,Au Revoir les enfants,Au Revoir les enfants,au revoir les enfants,Louis Malle,louis malle,1987,4ce2b6efd34c7
190,"grande illusion, La",La grande illusion,la grande illusion,Jean Renoir,jean renoir,1937,4ce2b6ab6f1c7
190,Kind Hearts and Coronets,Kind Hearts and Coronets,kind hearts and coronets,Robert Hamer,robert hamer,1949,4ce2b73453fda
190,"Leopard, The",The Leopard,the leopard,Luchino Visconti,luchino visconti,1963,4ce2b6aadb03d
190,Meet Me In St. Louis,Meet Me In St. Louis,meet me in st. louis,Vincente Minnelli,vincente minnelli,1944,4ce2b6b02dc27
190,Pather Panchali,Pather Panchali,pather panchali,Satyajit Ray,satyajit ray,1955,4ce2b6b2b59cc
190,Seven Samurai,Seven Samurai,seven samurai,Akira Kurosawa,akira kurosawa,1954,4ce2b6b5b6382
190,Stagecoach,Stagecoach,stagecoach,John Ford,john ford,1939,4ce2b6b727a8b
190,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
190,Wild Strawberries,Wild Strawberries,wild strawberries,Ingmar Bergman,ingmar bergman,1957,4ce2b6b6466ce
1013,"Apartment, The",The Apartment,the apartment,Billy Wilder,billy wilder,1960,4ce2b6c010eb7
1013,Blade Runner,Blade Runner,blade runner,Ridley Scott,ridley scott,1982,4ce2b69ac89d8
1013,"Executioner, The",The Executioner,the executioner,Luis García Berlanga,luis garcia berlanga,1963,4ce2b6b9c2a9c
1013,"Exterminating Angel, The",The Exterminating Angel,the exterminating angel,Luis Buñuel,luis bunuel,1962,4ce2b6b995895
1013,"Godfather: Part I, The",The Godfather: Part I,the godfather: part i,Francis Ford Coppola,francis ford coppola,1972,4ce2b6ab4237b
1013,Kramer vs. Kramer,Kramer vs. Kramer,kramer vs. kramer,Robert Benton,robert benton,1979,4ce2b735b66e4
1013,Paths of Glory,Paths of Glory,paths of glory,Stanley Kubrick,stanley kubrick,1957,4ce2b6b2b629c
1013,"Postman Always Rings Twice, The",The Postman Always Rings Twice,the postman always rings twice,Bob Rafelson,bob rafelson,1981,4ce2b6bf0fd91
1013,"Silence of the Lambs, The",The Silence of the Lambs,the silence of the lambs,Jonathan Demme,jonathan demme,1990,4ce2b7a49505a
1013,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
920,Avatar,Avatar,avatar,James Cameron,james cameron,2009,4ce2b8c544d22
920,Dancer in the Dark,Dancer in the Dark,dancer in the dark,Lars von Trier,lars von trier,2000,4ce2b8182fa8a
920,E.T.,E.T.,e.t.,Steven Spielberg,steven spielberg,1982,4ce2b693ec5ed
920,Harold and Maude,Harold and Maude,harold and maude,Hal Ashby,hal ashby,1971,4ce2b6abd9c36
920,"Inconvenient Truth, An",An Inconvenient Truth,an inconvenient truth,Davis Guggenheim,davis guggenheim,2006,4ce2b8bc182c4
920,Inglourious Basterds,Inglourious Basterds,inglourious basterds,Quentin Tarantino,quentin tarantino,2009,4ce2b8d1e06d1
920,Network,Network,network,Sidney Lumet,sidney lumet,1976,4ce2b6b15b9f7
920,Rang De Basanti,Rang De Basanti,rang de basanti,Rakeysh Omprakash Mehra,rakeysh omprakash mehra,2005,4ce2b8b85dd10
920,Rosetta,Rosetta,rosetta,Jean-Pierre Dardenne/Luc Dardenne,jean-pierre dardenne/luc dardenne,1999,4ce2b82b6b26b
920,"Short Film About Killing, A",A Short Film About Killing,a short film about killing,Krzysztof Kieslowski,krzysztof kieslowski,1987,4ce2b7972a879
494,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
494,Close-Up,Close-Up,close-up,Abbas Kiarostami,abbas kiarostami,1989,4ce2b7a39630e
494,M,M,m,Fritz Lang,fritz lang,1931,4ce2b6af6aedd
494,"Searchers, The",The Searchers,the searchers,John Ford,john ford,1956,4ce2b6b54abdf
494,Shoah,Shoah,shoah,Claude Lanzmann,claude lanzmann,1985,4ce2b76b0507b
494,Singin' in the Rain,Singin' in the Rain,singin' in the rain,Stanley Donen/Gene Kelly,stanley donen/gene kelly,1951,4ce2b6b6036b6
494,Still Life,Still Life,still life,Jia Zhang Ke ,jia zhang ke ,2006,4ce2b8be31f68
494,Sunrise,Sunrise,sunrise,F. W. Murnau,f. w. murnau,1927,4ce2b6b7568ee
494,Uncle Boonmee Who Can Recall His Past Lives,Uncle Boonmee Who Can Recall His Past Lives,uncle boonmee who can recall his past lives,Apichatpong Weerasethakul,apichatpong weerasethakul,2010,4ce2b8de13c81
494,Vivre Sa Vie,Vivre Sa Vie,vivre sa vie,Jean-Luc Godard,jean-luc godard,1962,4ce2b6ba057c9
595,"Adventures of Prince Achmed, The",The Adventures of Prince Achmed,the adventures of prince achmed,Lotte Reiniger,lotte reiniger,1926,4ce2b6a596c11
595,Andrei Rublev,Andrei Rublev,andrei rublev,Andrei Tarkovsky,andrei tarkovsky,1966,4ce2b6b7433c1
595,"Avventura, L'",L'Avventura,l'avventura,Michelangelo Antonioni,michelangelo antonioni,1960,4ce2b6a6e45a7
595,Farewell My Concubine,Farewell My Concubine,farewell my concubine,Chen Kaige,chen kaige,1993,4ce2b7c595cb0
595,Intolerance,Intolerance,intolerance,D.W. Griffith,d.w. griffith,1916,4ce2b6bbaea80
595,Once Upon a Time in America,Once Upon a Time in America,once upon a time in america,Sergio Leone,sergio leone,1983,4ce2b6e31e32e
595,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
595,Spring in a Small Town,Spring in a Small Town,spring in a small town,Fei Mu,fei mu,1948,4ce2b78d95bbe
595,"Tale of the Wind, A",A Tale of the Wind,a tale of the wind,Joris Ivens/Marceline Loridan Ivens,joris ivens/marceline loridan ivens,,10014
595,Wild Strawberries,Wild Strawberries,wild strawberries,Ingmar Bergman,ingmar bergman,1957,4ce2b6b6466ce
722,"Engagement, The",The Engagement,the engagement,Ermanno Olmi,ermanno olmi,1963,4ce2b6aa09e48
722,Equinox Flower,Equinox Flower,equinox flower,Ozu Yasujirô ,ozu yasujiro ,1958,4ce2b6ac439ff
722,Floating Clouds,Floating Clouds,floating clouds,Naruse Mikio,naruse mikio,1955,4ce2b6b94f5ad
722,"Lusty Men, The",The Lusty Men,the lusty men,Nicholas Ray,nicholas ray,1952,4ce2b6af676ee
722,Man's Favourite Sport?,Man's Favourite Sport?,man's favourite sport?,Howard Hawks,howard hawks,1963,4ce2b6afd70eb
722,Memories of Murder,Memories of Murder,memories of murder,Bong Joon-ho,bong joon-ho,2003,4ce2b894279b8
722,My Night with Maud,My Night with Maud,my night with maud,Eric Rohmer,eric rohmer,1969,4ce2b6afdc8ac
722,North by Northwest,North by Northwest,north by northwest,Alfred Hitchcock,alfred hitchcock,1959,4ce2b6bf4e912
722,Osaka Elegy,Osaka Elegy,osaka elegy,Mizoguchi Kenji,mizoguchi kenji,1936,4ce2b6b13cc5b
722,Some Came Running,Some Came Running,some came running,Vincente Minnelli,vincente minnelli,1958,4ce2b6b6609e9
564,"Atalante, L'",L'Atalante,l'atalante,Jean Vigo,jean vigo,1934,4ce2b6a439bc9
564,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
564,"Matter of Life and Death, A",A Matter of Life and Death,a matter of life and death,Michael Powell/Emeric Pressburger,michael powell/emeric pressburger,1946,4ce2b6b0210f1
564,Metropolis,Metropolis,metropolis,Fritz Lang,fritz lang,1927,4ce2b6b0544c6
564,Pandora's Box,Pandora's Box,pandora's box,G W Pabst,g w pabst,1928,4ce2b6f9d7213
564,"Règle du jeu, La",La Règle du jeu,la regle du jeu,Jean Renoir,jean renoir,1939,4ce2b6b41d658
564,"Searchers, The",The Searchers,the searchers,John Ford,john ford,1956,4ce2b6b54abdf
564,Shoah,Shoah,shoah,Claude Lanzmann,claude lanzmann,1985,4ce2b76b0507b
564,Ugetsu Monogatari,Ugetsu Monogatari,ugetsu monogatari,Mizoguchi Kenji,mizoguchi kenji,1953,4ce2b6b94daff
564,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
815,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
815,Barry Lyndon,Barry Lyndon,barry lyndon,Stanley Kubrick,stanley kubrick,1975,4ce2b6bc285f7
815,Chinatown,Chinatown,chinatown,Roman Polanski,roman polanski,1974,4ce2b6a78d5ab
815,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
815,"Godfather: Part II, The",The Godfather: Part II,the godfather: part ii,Francis Ford Coppola,francis ford coppola,1974,4ce2b6ab42667
815,Raging Bull,Raging Bull,raging bull,Martin Scorsese,martin scorsese,1980,4ce2b6bf2249d
815,Seven Samurai,Seven Samurai,seven samurai,Akira Kurosawa,akira kurosawa,1954,4ce2b6b5b6382
815,Some Like It Hot,Some Like It Hot,some like it hot,Billy Wilder,billy wilder,1959,4ce2b76e98a5c
815,Trouble in Paradise,Trouble in Paradise,trouble in paradise,Ernst Lubitsch,ernst lubitsch,1932,4ce2b6b90d54d
815,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
610,A nos Amours,A nos Amours,a nos amours,Maurice Pialat,maurice pialat,1983,4ce2b69a3415f
610,Broken Blossoms,Broken Blossoms,broken blossoms,D.W. Griffith,d.w. griffith,1919,4ce2b6f95cd00
610,Cronaca familiare,Cronaca familiare,cronaca familiare,Valerio Zurlini,valerio zurlini,1962,4ce2b6a82d53d
610,"Devil Probably, The",The Devil Probably,the devil probably,Robert Bresson,robert bresson,1977,4ce2b6bce92a0
610,"Enfant Secret, L'",L'Enfant Secret,l'enfant secret,Philippe Garrel,philippe garrel,1983,4ce2b71209a69
610,Hatari!,Hatari!,hatari!,Howard Hawks,howard hawks,1961,4ce2b6abe00df
610,Make Way for Tomorrow,Make Way for Tomorrow,make way for tomorrow,Leo McCarey,leo mccarey,1937,4ce2b6af9d98d
610,"One and a Two, A",A One and a Two,a one and a two,Edward Yang,edward yang,1999,4ce2b847b975d
610,"sièges de l'Alcazar, Les",Les sièges de l'Alcazar,les sieges de l'alcazar,Luc Moullet,luc moullet,1989,4ce2b7a605857
610,"Walden: Diaries, Notes and Sketches","Walden: Diaries, Notes and Sketches","walden: diaries, notes and sketches",Jonas Mekas,jonas mekas,1969,4ce2b6d7d6597
414,"Apartment, The",The Apartment,the apartment,Billy Wilder,billy wilder,1960,4ce2b6c010eb7
414,Breaking the Waves,Breaking the Waves,breaking the waves,Lars von Trier,lars von trier,1996,4ce2b7e2b963d
414,Double Indemnity,Double Indemnity,double indemnity,Billy Wilder,billy wilder,1944,4ce2b6a926e5b
414,"grande illusion, La",La grande illusion,la grande illusion,Jean Renoir,jean renoir,1937,4ce2b6ab6f1c7
414,Hannah and Her Sisters,Hannah and Her Sisters,hannah and her sisters,Woody Allen,woody allen,1986,4ce2b7234f9b8
414,Jules et Jim,Jules et Jim,jules et jim,François Truffaut,francois truffaut,1962,4ce2b6adb948c
414,Metropolis,Metropolis,metropolis,Fritz Lang,fritz lang,1927,4ce2b6b0544c6
414,Once Upon a Time in the West,Once Upon a Time in the West,once upon a time in the west,Sergio Leone,sergio leone,1968,4ce2b6a754af6
414,Shadows,Shadows,shadows,John Cassavetes,john cassavetes,1959,4ce2b6b5991f4
414,Star Wars,Star Wars,star wars,George Lucas,george lucas,1977,4ce2b6b738e6d
194,Andrei Rublev,Andrei Rublev,andrei rublev,Andrei Tarkovsky,andrei tarkovsky,1966,4ce2b6b7433c1
194,Diary of a Country Priest,Diary of a Country Priest,diary of a country priest,Robert Bresson,robert bresson,1951,4ce2b6adac471
194,"eclisse, L'",L'eclisse,l'eclisse,Michelangelo Antonioni,michelangelo antonioni,1962,4ce2b6a9624ac
194,"Leopard, The",The Leopard,the leopard,Luchino Visconti,luchino visconti,1963,4ce2b6aadb03d
194,Marketa Lazarová,Marketa Lazarová,marketa lazarova,Frantisek Vlácil,frantisek vlacil,1967,4ce2b740d3924
194,Passion of Joan of Arc,Passion of Joan of Arc,passion of joan of arc,Carl Theodor Dreyer,carl theodor dreyer,1927,4ce2b754db651
194,Persona,Persona,persona,Ingmar Bergman,ingmar bergman,1966,4ce2b6b2deaa5
194,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
194,"Tree of Life, The",The Tree of Life,the tree of life,Terrence Malick,terrence malick,2010,4f4b8bf00dfa0
194,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
68,French Cancan,French Cancan,french cancan,Jean Renoir,jean renoir,1955,4ce2b71b9a45d
68,From the Clouds to the Resistance,From the Clouds to the Resistance,from the clouds to the resistance,Jean-Marie Straub/Danièle Huillet,jean-marie straub/daniele huillet,1979,4ce2b6bcc7768
68,Gertrud,Gertrud,gertrud,Carl Theodor Dreyer,carl theodor dreyer,1964,4ce2b6ab03131
68,How Green Was My Valley,How Green Was My Valley,how green was my valley,John Ford,john ford,1941,4ce2b6acb6fe3
68,Journey to Italy,Journey to Italy,journey to italy,Roberto Rossellini,roberto rossellini,1954,4ce2b6b9d14d8
68,Madame de…,Madame de…,madame de…,Max Ophüls,max ophuls,1953,4ce2b6af779a6
68,Morocco,Morocco,morocco,Josef von Sternberg,josef von sternberg,1930,4ce2b6b0cc4c0
68,Sansho Dayu,Sansho Dayu,sansho dayu,Mizoguchi Kenji,mizoguchi kenji,1954,4ce2b6b50a0d5
68,Sunrise,Sunrise,sunrise,F. W. Murnau,f. w. murnau,1927,4ce2b6b7568ee
68,War and Peace,War and Peace,war and peace,King Vidor,king vidor,1956,4ce2b6ba369f2
118,Chanson d'Armor,Chanson d'Armor,chanson d'armor,Jean Epstein,jean epstein,1934,4ce2b6fec5372
118,"Child in the Crowd, A",A Child in the Crowd,a child in the crowd,Gérard Blain,gerard blain,1976,4ce2b712035a5
118,Du côté d'Orouët,Du côté d'Orouët,du cote d'orouet,Jacques Rozier,jacques rozier,1971,4ce2b70f27ce4
118,"Love of a Woman, The",The Love of a Woman,the love of a woman,Jean Grémillon,jean gremillon,1954,4ce2b6bfd6907
118,Merlusse,Merlusse,merlusse,Marcel Pagnol,marcel pagnol,1935,4ce2b6b04cb7b
118,Numéro deux,Numéro deux,numero deux,Jean-Luc Godard/Anne-Marie Miéville,jean-luc godard/anne-marie mieville,1975,4ce2b6beccfbf
118,Our Daily Bread,Our Daily Bread,our daily bread,Mani Kaul,mani kaul,1970,4ce2b7820b6e6
118,Poema o More,Poema o More,poema o more,Yuliya Solntseva,yuliya solntseva,1958,4ce2b6b335712
118,"Simple Story, A",A Simple Story,a simple story,Marcel Hanoun,marcel hanoun,1959,4ce2b76c0fd83
118,Welfare,Welfare,welfare,Frederick Wiseman,frederick wiseman,1975,4ce2b6ba63332
25,"Colour of Pomegranates, The",The Colour of Pomegranates,the colour of pomegranates,Sergei Parajanov,sergei parajanov,1968,4ce2b6e73c109
25,"eclisse, L'",L'eclisse,l'eclisse,Michelangelo Antonioni,michelangelo antonioni,1962,4ce2b6a9624ac
25,Mirror,Mirror,mirror,Andrei Tarkovsky,andrei tarkovsky,1974,4ce2b6bb90873
25,Mulholland Dr,Mulholland Dr,mulholland dr,David Lynch,david lynch,2001,4ce2b8379038e
25,Olympia,Olympia,olympia,Leni Riefenstahl,leni riefenstahl,1938,4ce2b6a003354
25,Persona,Persona,persona,Ingmar Bergman,ingmar bergman,1966,4ce2b6b2deaa5
25,Pickpocket,Pickpocket,pickpocket,Robert Bresson,robert bresson,1959,4ce2b6b30995b
25,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
25,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
25,Week End,Week End,week end,Jean-Luc Godard,jean-luc godard,1967,4ce2b6ba5932a
85,Goodfellas,Goodfellas,goodfellas,Martin Scorsese,martin scorsese,1990,4ce2b79d587a4
85,Lost Highway,Lost Highway,lost highway,David Lynch,david lynch,1996,4ce2b7ed49278
85,"Night of the Hunter, The",The Night of the Hunter,the night of the hunter,Charles Laughton,charles laughton,1955,4ce2b6b185765
85,"Outlaw Josey Wales, The",The Outlaw Josey Wales,the outlaw josey wales,Clint Eastwood,clint eastwood,1976,4ce2b6b266309
85,Some Like It Hot,Some Like It Hot,some like it hot,Billy Wilder,billy wilder,1959,4ce2b76e98a5c
85,Star Wars,Star Wars,star wars,George Lucas,george lucas,1977,4ce2b6b738e6d
85,Touch of Evil,Touch of Evil,touch of evil,Orson Welles,orson welles,1958,4ce2b6b8bc241
85,Vertigo,Vertigo,vertigo,Alfred Hitchcock,alfred hitchcock,1958,4ce2b6b9caca4
85,"Whip and the Body, The",The Whip and the Body,the whip and the body,Mario Bava,mario bava,1963,4ce2b6bd7d9a2
85,Withnail & I,Withnail & I,withnail & i,Bruce Robinson,bruce robinson,1986,4ce2b78ba9397
729,"400 Blows, The",The 400 Blows,the 400 blows,François Truffaut,francois truffaut,1959,4ce2b6b3b75b7
729,Apocalypse Now,Apocalypse Now,apocalypse now,Francis Ford Coppola,francis ford coppola,1979,4ce2b69562aa2
729,"Child, The",The Child,the child,Jean-Pierre Dardenne/Luc Dardenne,jean-pierre dardenne/luc dardenne,2005,4ce2b8b17e0f7
729,Chinatown,Chinatown,chinatown,Roman Polanski,roman polanski,1974,4ce2b6a78d5ab
729,"Graduate, The",The Graduate,the graduate,Mike Nichols,mike nichols,1967,4ce2b6ab6a59f
729,If….,If….,if….,Lindsay Anderson,lindsay anderson,1968,4ce2b72b789cf
729,"Night of the Hunter, The",The Night of the Hunter,the night of the hunter,Charles Laughton,charles laughton,1955,4ce2b6b185765
729,Safe,Safe,safe,Todd Haynes,todd haynes,1994,4ce2b7c99ed38
729,Some Like It Hot,Some Like It Hot,some like it hot,Billy Wilder,billy wilder,1959,4ce2b76e98a5c
729,"Thin Red Line, The",The Thin Red Line,the thin red line,Terrence Malick,terrence malick,1998,4ce2b8021b76d
613,"Death of Maria Malibran, The",The Death of Maria Malibran,the death of maria malibran,Werner Schroeter,werner schroeter,1971,4ce2b77a030e7
613,Gertrud,Gertrud,gertrud,Carl Theodor Dreyer,carl theodor dreyer,1964,4ce2b6ab03131
613,Historias Extraordinarias,Historias Extraordinarias,historias extraordinarias,Mariano Llinás,mariano llinas,2008,4ce2b8cb27d19
613,Lady Killer,Lady Killer,lady killer,Jean Grémillon,jean gremillon,1937,4ce2b6ab9ee40
613,Queen Kelly,Queen Kelly,queen kelly,Erich von Stroheim,erich von stroheim,1931,4ce2b6b3b9f72
613,Rio Bravo,Rio Bravo,rio bravo,Howard Hawks,howard hawks,1958,4ce2b6b461386
613,"Shop Around the Corner, The",The Shop Around the Corner,the shop around the corner,Ernst Lubitsch,ernst lubitsch,1940,4ce2b6b5c4f6e
613,Stars In My Crown,Stars In My Crown,stars in my crown,Jacques Tourneur,jacques tourneur,1949,4ce2b6b736e0f
613,"Théâtre des matières, Le",Le Théâtre des matières,le theatre des matieres,Jean-Claude Biette,jean-claude biette,1977,4ce2b77923ebe
613,Tristana,Tristana,tristana,Luis Buñuel,luis bunuel,1970,4ce2b6b90075a
824,8½,8½,8 1/2,Federico Fellini,federico fellini,1963,4ce2b6b25bb2b
824,2001: A Space Odyssey,2001: A Space Odyssey,2001: a space odyssey,Stanley Kubrick,stanley kubrick,1968,4ce2b6b9450a5
824,Battleship Potemkin,Battleship Potemkin,battleship potemkin,Sergei M Eisenstein,sergei m eisenstein,1925,4ce2b6a68bd9d
824,Citizen Kane,Citizen Kane,citizen kane,Orson Welles,orson welles,1941,4ce2b6a7a801b
824,Come And See,Come And See,come and see,Elem Klimov,elem klimov,1985,4ce2b72b62c27
824,Husbands,Husbands,husbands,John Cassavetes,john cassavetes,1970,4ce2b6accac8a
824,Jules et Jim,Jules et Jim,jules et jim,François Truffaut,francois truffaut,1962,4ce2b6adb948c
824,Modern Times,Modern Times,modern times,Charles Chaplin,charles chaplin,1936,4ce2b6bbbf1e2
824,Ordet,Ordet,ordet,Carl Theodor Dreyer,carl theodor dreyer,1955,4ce2b752105a2
824,Tokyo Story,Tokyo Story,tokyo story,Ozu Yasujirô ,ozu yasujiro ,1953,4ce2b6b8908e4
454,"dolce vita, La",La dolce vita,la dolce vita,Federico Fellini,federico fellini,1960,4ce2b6a90d39d
454,"Godfather: Part I, The",The Godfather: Part I,the godfather: part i,Francis Ford Coppola,francis ford coppola,1972,4ce2b6ab4237b
454,"Gold Rush, The",The Gold Rush,the gold rush,Charles Chaplin,charles chaplin,1925,4ce2b6bbbab86
454,It Happened One Night,It Happened One Night,it happened one night,Frank Capra,frank capra,1934,4ce2b6ad5a28a
454,Ivan's Childhood,Ivan's Childhood,ivan's childhood,Andrei Tarkovsky,andrei tarkovsky,1962,4ce2b6ad68d94
454,Memories of Underdevelopment,Memories of Underdevelopment,memories of underdevelopment,Tomás Gutiérrez Alea,tomas gutierrez alea,1968,4ce2b6b03bb00
454,"olvidados, Los",Los olvidados,los olvidados,Luis Buñuel,luis bunuel,1950,4ce2b6b209ea3
454,Rashomon,Rashomon,rashomon,Akira Kurosawa,akira kurosawa,1950,4ce2b6b3ec3fe
454,Rocco and his Brothers,Rocco and his Brothers,rocco and his brothers,Luchino Visconti,luchino visconti,1960,4ce2b6b47f860
454,"Virgin Spring, The",The Virgin Spring,the virgin spring,Ingmar Bergman,ingmar bergman,1960,4ce2b6adbf5f5
618,Anticipation of the Night,Anticipation of the Night,anticipation of the night,Stan Brakhage,stan brakhage,1958,4ce2b6ed0e330
618,Carriage Trade,Carriage Trade,carriage trade,Warren Sonbert,warren sonbert,1967,4ce2b6fcec1cc
618,Gammelion,Gammelion,gammelion,Gregory J. Markopoulos,gregory j. markopoulos,1968,4ce2b8a4d2900
618,Hardwood Process,Hardwood Process,hardwood process,David Gatten,david gatten,,10039
618,"Hart of London, The",The Hart of London,the hart of london,Jack Chambers,jack chambers,1970,4ce2b723d03d5
618,Quick Billy,Quick Billy,quick billy,Bruce Baillie,bruce baillie,1968,4ce2b75e5b0c7
618,Ruskin,Ruskin,ruskin,Robert Beavers,robert beavers,1974,4ce2b821ef715
618,Study of a River,Study of a River,study of a river,Peter Hutton,peter hutton,,10040
618,"Wings of Eagles, The",The Wings of Eagles,the wings of eagles,John Ford,john ford,1956,4ce2b6bae586b
